Original,Translated
"1.15. Hrishikesha blew the Panchajanya and Arjuna blew the Devadatta
and Bhima (the wolf-bellied), the doer of terrible deeds, blew the great
conch Paundra.","1.15 The Lord Hishikesh played the five - genus, the Dhananjaya (Arjuna) the Devdatt and the terrible Bhim the doer of the work played the Maha Shanga called the Pandu."
"1.16. The king Yodhishthira, the son of Kunti, blew the Anantavijaya;
Nakula and Sahadeva blew the Sughosha and the Manipushpaka.","1.16 The Kuntiputra king Yudha Shri played the Shankha called Eternal Victory and the Shankha called Sukhosh and Manipushakha, respectively, by Nakul and Sahadev."
"1.17. The king of Kasi, an exellent archer, Sikhandi, the mighty
car-warrior, Dhrishtadyumna and Virata and Satyaki, the unconered.","1.17 Shreshtha Dhanushvala Kasiraj, Maharathi Shikhandi, Dhithadyumn, Raja Virat and Injay Satyachi."
"1.18. Drupada and the sons of Draupadi, O Lord of the earth, and
the son of Subhadra, the mighty-armed, blew their conches separately.","1.18 O Rajans, King Druppada, son of Drupadi and Mahabahu Saubadra (Avihimanyu) all played different horns."
"1.19. That tumultuous sound rent the hearts of (the members of)
Dhritarashtra's party, making both the heaven and the earth resound.",The terrible horse began to resound in the sky and the earth and he made the hearts of the sons of Dhruthrasad displease.
"1.20. Then, seeing the people of Dhritarashtra’s party standing
arrayed and the discharge of weapons about to begin, Arjuna, the son of
Pandu, whose ensign was a monkey, took up his bow and said the following
to Krishna, O Lord of the earth.","1.20. O Mahipete! Thus, when the war was about to begin, the Kapidhagga Arjuna, seeing the sons of Dharthrasat standing, lifted his bow and said these words to Lord Hishikesh."
"1.21 Arjuna said  In the middle between the two armies, place my chariot,
O krishna, so that I may behold those who stand here desirous to fight,
and know with whom I must fight, when the battle is about to commence.",1.21. Arjuna said - Hey! Achut my chariot stand between the two armies.
"1.22. Arjuna said  In the middle between the two armies, place my chariot,
O krishna, so that I may behold those who stand here desirous to fight,
and know with whom I must fight, when the battle is about to commence.",1.22 - so that I can observe these people who stand by the will to fight in this war with whom I have to fight.
"1.23. For I desire to observe those who are assembled here to fight,
wishing to please in battle the evil-minded Duryodhana (the son of Dhritarashtra).",1.23 I will see those who fight the war of the Darybuddhi Dharthrasad (Duryodhan) who are the beloved ones who are gathered here.
"1.24. Sanjaya said  Thus addressed by Arjuna, Krishna, having stationed that
best of chariots, O Dhritarashtra, in the midst of the two armies.","1.24 Sanjay said - O India (Dharth Rashtra) - upon the words of Arjuna like this, Lord Hishikesh stood the best chariot between the two armies."
"1.25. In front of Bhishma and Drona, and all the rulers of the
earth, said: ""O Arjuna (son of Pritha), behold these Kurus gathered together.""","1.25 He said before Bhishma, Drona and all the rulers of the earth, ""O Parth, look at the Kauravas gathered here""."
"1.26. Then, Arjuna (son of Pritha) saw there (in the armies) stationed,
fathers and grandfathers, teachers, maternal uncles, brothers, sons, grandsons
and friends too.","There Arjuna also saw his father 's brothers, grandfathers, aunts, mothers, brothers, sons, grandsons, friends, sons - in - law and daughters - in - law standing in both armies."
"1.27. (He saw) fathers-in-law and friends also in both the armies.
The son of Kunti, Arjuna, seeing all those kinsmen thus standing arrayed,
spoke this, sorrowfully filled with deep pity.","Thus, seeing all those prisoners standing, Kunti son Arjuna was filled with compassion and said this poisoned."
"1.28. Arjuna said  Seeing these, my kinsmen, O krishna, arrayed, eager to fight.","Arjuna said, ""Krishna, when I see these comrades who are willing to fight, my organs become relaxed, my mouth becomes dry and my body is trembling and thrilling."
"1.29. My limbs fail and my mouth is parched, my body ivers and
my hair stands on end.","Arjuna said, ""Krishna, when I see these compatriots who are willing to fight, my organs become relaxed, my mouth becomes dry and my body is trembling and thrilling."
"1.30. The (bow) Gandiva slips from my hand, and also my skins burns
all over; I am unable even to stand and my mind is reeling, as it were.","1.30. I have a falling arrow in my hand and a burning skin. My mind is getting a little confused, and I am unable to stand."
"1.31. And I see adverse omens, O Kesava. I do not see any good
in killing my kinsmen in battle.","1.31 O Keshva, I see the Shakunas in the opposite direction and I see no good in killing my own people in war."
"1.32. I desire not victory, O Krishna, nor kingdom, nor pleasures.
Of what avail is dominion to us, O Krishna, or pleasures or even life?","1.32 O Krishna, I do not desire victory, nor kingdom or happiness. O Govind, what is the purpose of living by kingdom or by pleasure?"
"1.33. Those for whose sake we desire kingdom, enjoyments and pleasures,
stand here in battle, having renounced life and wealth.","1.33. Those of us who desire kingdom, luxury and pleasure are the ones who stand in battle, giving up the hope of wealth and life."
"1.34. Teachers, fathers, sons and also grandfathers, maternal uncles,
fathers-in-law, grandsons, brothers-in-law and other relatives,-","1.34 These are Gurujan, Tau, uncle, son, father, father - in - law, grandchildren, great - brothers and other relatives."
"1.35. These I do not wish to kill, though they kill me, O Krishna,
even for the sake of dominion over the three worlds; leave alone killing
them for the sake of the earth.","1.35 O Madhusudan, I do not want to kill them for them to kill me or for the kingdom of the Trilogy, then what to say for the earth."
"1.36. By killing these sons of Dhritarashtra, what pleasure can
be ours, O Janardana? Only sin will accrue to us from killing these felons.","1.36 O gentlemen, what pleasure shall we have in killing the sons of Dhruthrasat?"
"1.37. Therefore, we should not kill the sons of Dhritarashtra,
our relatives; for how can we be happy by killing our own people, O Madhava
(Krishna)?","1.37 O Madhavan, therefore it is not proper for us to kill the sons of our bandha Dhrutrasat, for how can we be happy by killing our own people?"
"1.38. Though they, with intelligence overpowered by greed, see
no evil in the destruction of families, and no sin in hostility to friends,","1.38 Although corrupted by greed, they do not see the sin in sexual offences and treachery."
"1.39. Why should not we who clearly see evil in the destruction
of families, learn to turn away from this sin, O Janardana (Krishna)?","But, gentlemen, why should we not consider how to avoid this sin, knowing the guilt of the whole body?"
"1.40. In the destruction of a family, the immemorial religious
rites of that family perish; on the destruction of spirituality, impiety,
indeed, overcomes the whole family.","1.40 The destruction of the whole is the destruction of eternal religions. When religion is destroyed, the whole whole is crushed by iniquity."
"1.41. By the prevalence of impiety, O Krishna, the women of
the family become corrupt; and , women being corrupted, O Varshenya (descendant
of Vrishni), there arises intermingling of castes.","1.41 O Krishna, the increase of sin corrupts the women of the clan, and O Varshna, the corruption of women produces the sexuality."
"1.42. Confusion of castes leads to hell the slayers of the family,
for their forefathers fall, deprived of the offerings of rice-ball and
water (libations).",1.42 He causes the Varna - Skar to take the Kallaghis and the Kalla to Hell.
"1.43. By these evil deeds of the destroyers of the family, which
cause confusion of castes, the eternal religious rites of the caste and
the family are destroyed.",1.43 These characteristic factors cause the destruction of the whole of the Sunnat Kulthad and Caste Dharma by the total defects.
"1.44. We have heard, O Janardana, that inevitable is the dwelling
for an unknown period in hell for those men in whose families the religious
practices have been destroyed.",We have heard that those whose religion is destroyed are in hell forever.
"1.45. Alas! We are involved in a great sin, in that we are
prepared to kill our kinsmen, through greed for the pleasures of a kingdom.","Alas, we have decided to commit a grave sin, which is to destroy our family by the lust of this kingdom."
"1.46. If the sons of Dhritarashtra with weapons in hand should
slay me in battle, unresisting and unarmed, that would be better for me.","1.46 If these armed men should kill the unarmed and unresisting one in a cowardly battle, it would be good for me."
"1.47. Sanjaya said  Having thus spoken in the midst of the battlefield, Arjuna,
casting away his bow and arrow, sat down on the seat of the chariot with
his mind overwhelmed with sorrow.",1.47 Sanjay said - In the Ranbhoomi (number) he was upset with the sadness and Manwala Arjuna said this and abandoned the bow with the arrows and sat in the back of the chariot.
"2.1 Sanjaya said  To him who was thus overcome with pity and who was despondent, with eyes full of tears and agitated, Madhusudana (the destroyer of Madhu) or Krishna spoke these words.","2.1. Sanjay said - Thus Madhusudan said this sentence to Akul Arjun with tear - filled eyes, filled with compassion and poison."
"2.2 The Blessed Lord said  Whence is this perilous strait come upon thee, this dejection which is unworthy of you, disgraceful, and which will close the gates of heaven upon you, O Arjuna?","Shri Bhagwan said, ""Arjuna, where did you get this attraction in this strange place? It is neither a means of attaining heaven nor a means of achieving fame, as opposed to the Aryan practice."
"2.3 Yield not to impotence, O Arjuna, son of Pritha. It does not befit thee. Cast off this mean weakness of the heart! Stand up, O scorcher of the foes!","Do not be weary, O Lord. This is disgraceful to you. But let go of the small weakness of your heart and stand up."
"2.4 Arjuna said  How, O Madhusudana, shall I fight in battle with arrows against Bhishma and Drona, who are fit to be worshipped, O destroyer of enemies?","2.4. Arjuna said - O Madhusudan! How shall I fight with the arrows with Bhishma and Drona in battle ground. O Arisudan, they are both revered."
"2.5 Better it is, indeed, in this world to accept alms than to slay the most noble teachers. But if I kill them, even in this world all my enjoyments of wealth and fulfilled desires will be stained with (their) blood.","2.5. To eat the food of the Biksha in this folk is more beneficial than killing these majestic gurus, for by killing the gurus I will experience the bloody meaning and work form of the Bhagavad Gita in this folk."
"2.6 I can hardly tell which will be better, that we should  coner them or that they should coner us. Even the sons of Dhritarashtra, after slaying whom we do not wish to live, stand facing us.","We do not know what is right for us to do. We do not even know whether we will win, or they will win us, the ones we do not want to kill to survive are the sons of Dhruthrasat who stand before us for war."
2.7 My heart is overpowered by the taint of pity; my mind is confused as to duty. I ask Thee: Tell me decisively what is good for me. I am Thy disciple. Instruct me who has taken refuge in Thee.,"2.7 . Overwhelmed with the passion of compassion and confused by the path of duty, I ask you to say what is best for me, for I am your disciple. Come to the refuge and teach me yourself."
"2.8 I do not see that it would remove this sorrow that burns up my senses, even if I should attain prosperous and unrivalled dominion on earth or lordship over the gods.","2.8. Even with the unlimited wealth of the earth and the possession of the gods, I do not see a way to remove this sadness that dries my senses."
"2.9 Sanjaya said  Having spoken thus to Hrishikesha (the Lord of the senses), Arjuna (the coneror of sleep), the destroyer of foes, said to Krishna, ""I will not fight"" and became silent.","2.9. Sanjay said - thus GudaKesh Paranthap Arjuna silenced Lord Hishikesh by saying, ""O Govind, I will not fight""."
"2.10 To him who was despondent in the midst of the two armies, Krishna, as if smiling, O Bharata, spoke these words.",2.10. O India (Dharth Rashtra) This word was said by Lord Hishikesh laughing at the saddened Arjuna in the midst of the two armies.
"2.11 The Blessed Lord said  Thou hast grieved for those that should not be grieved for, yet thou speakest words of wisdom. The wise grieve neither for the living nor for the dead.","2.11. Shri Bhagwan said -- (Ashokhan) You mourn for those for whom it is not right to mourn and speak words to the wise, but the wise do not mourn for the dead and the living."
"2.12 Nor at any time indeed was I not, nor thou, nor these rulers of men, nor verily shall we ever cease to be hereafter.","It is not that I was not in a time, or you were not in a time, or these were not kings, nor is it that we will not all be ahead of this."
"2.13 Just as in this body the embodied (soul) passes into childhood, youth and old age, so also does it pass into another body; the firm man does not grieve thereat.","2.13. Just as in this body the virginity, youth and old age of the bodily soul is obtained, so in this body the patient man is not enticed."
"2.14 The contacts of the senses with the objects, O son of Kunti, which cause heat and cold, pleasure and pain, have a beginning and an end; they are impermanent; endure them bravely, O Arjuna.","O Kuntiputra, the combination of cold and hot and pleasure and painful senses and subjects is the beginning and the end; they are eternal, therefore, O India, bear them."
"2.15 That firm man whom, surely, these afflict not, O chief among men, to whom pleasure and pain are the same, is fit for attaining immortality.","O Mansherratha, the patient man who lives equally in pain and happiness, who cannot be afflicted by these, is the possessor of immortality."
2.16 The unreal hath no being; there is non-being of the real; the truth about both has been seen by the knowers of the Truth (or the seers of the Essence).,2.16 The existence of the Absolute is not there and the absence of the Satt is never there. Thus the essence of both has been seen by philosophical wise men.
"2.17 Know that to be indestructible, by Which all this is pervaded. None can cause the destruction of That, the Imperishable.","Know that the thing which is indestructible, which is the whole world, cannot be destroyed."
"2.18 These bodies of the embodied Self, Which is eternal, indestructible and immeasurable, are said to have an end. Therefore fight, O Arjuna.","All these bodies of this incorruptible, unloved, eternal body of soul are called incorruptible."
"2.19 He who takes the Self to be the slayer and he who thinks It is slain, neither of them ï1knowsï1. It slays not, nor is It slain.","2.19. He who thinks that the soul is dead and he who thinks that it is dead both know not, because this soul does not die and does not die."
"2.20 It is not born, nor does It ever die; after having been, It again ceases not to be; unborn, eternal, changeless and ancient, It is not killed when the body is killed.","2.20. This spirit is not born at any time and does not die nor is it to be reborn once. This spirit is immortal, eternal, eternal and ancient, it does not perish even when the body is destroyed."
"2.21 Whosoever knows It to be indestructible, eternal, unborn and inexhaustible, how can that man slay, O Arjuna, or cause to be slain?","O Parth, how can a man who knows this soul as immortal, eternal and immortal kill and kill whom?"
"2.22 Just as a man casts off worn-out clothes and puts on new ones, so also the embodied Self casts off worn-out bodies and enters others which are new.","2.22 As man discards old garments and puts on new ones, so the body soul discards old bodies and acquires new ones."
"2.23 Weapons cut It not, fire burns It not, water wets It not, wind dries It not.","The soul cannot be cut off by weapons, nor can it be burned by fire; water cannot make it wet, nor can the air dry it."
"2.24 This Self cannot be cut, burnt, wetted, nor dried up. It is eternal, all-pervading, stable, immovable and ancient.","2.24. Because this soul is gooddy (cuts), adahaya (burns), akledy (does not get wet) and ashousha (does not dry); it is perpetual, universal, permanent, unchanging and eternal."
"2.25 This (Self) is said to be unmanifested, unthinkable and unchangeable. Therefore, knowing This to be such, thou shouldst not grieve.","This spirit is called unconscious, uncertain and unresponsive, so you should not grieve knowing it."
"2.26 But even if thou thinkest of It as being constantly born and constantly dying, even then, O mighty-armed, thou shouldst not grieve.","And if you think you are eternally born and eternally dying, then, O woe, you should not mourn in this way."
"2.27 For certain is death for the born, and certain is birth for the dead; therefore, over the inevitable thou shouldst not grieve.","The one who is born is certain to die and the one who is dying is certain to be born; therefore, do not grieve over what is inevitable."
"2.28 Beings are unmanifested in their beginning, manifested in their middle state, O Arjuna, and unmanifested again in their end. What is there to grieve about?","O India, all creatures live in the unconscious state before birth and after death and express themselves in the middle."
"2.29 One sees This (the Self) as a wonder; another speaks of It as a wonder; another hears of It as a wonder; yet having heard, none understands It at all.","2.29. Some see it as a wonder, some speak of it as a wonder, and some hear it as a wonder, and then no one hear and know."
"2.30 This, the Indweller in the body of everyone, is ever indestructible, O Arjuna; therefore, thou shouldst not grieve for any creature.","O India, this bodily spirit is always immortal in the body of all, so you should not grieve for all living beings."
"2.31 Further, having regard to thy duty, shouldst not waver, for there is nothing higher for a Kshatriya than a righteous war.","And you should not be distracted by the self - religion, because there is no other duty of goodness for the Khthriya than the righteous war."
"2.32 Happy are the Kshatriyas, O Arjuna! who are called upon to fight in such a battle that comes of itself as an open door to heaven.","And, O Parth, the lucky ones who have attained and opened the gates to heaven find this kind of war."
"2.33 But if thou wilt not fight this righteous war, then having abandoned thine own duty and fame, thou shalt incur sin.","And if you do not accept this war of religion, you will lose your self - faith and reputation and gain sin."
"2.34 People, too, will recount thy everlasting dishonour; and to one who has been honoured, dishonour is worse than death.","And everyone will continue to call you a long - lived miscarriage; and for a respectable man, miscarriage is more than death."
2.35 The great car-warriors will think that thou hast withdrawn from the battle through fear; and thou wilt be lightly held by them who have thought much of thee.,"And you will now be despised by those for whom you are most honorable, the masters will consider you retired from the war because of fear."
"2.36 Thy enemies also, cavilling at thy power, will speak many abusive words. What is more painful than this?","If your enemies speak many words of reproach for your goodness, what more painful will it be?"
"2.37 Slain, thou wilt obtain heaven; victorious, thou wilt enjoy the earth; therefore, stand up, O son of Kunti, resolved to fight.","If you die in battle you will gain heaven or if you win you will inherit the earth. So stand up, O Kauntai, and decide the battle."
"2.38 Having made pleasure and pain, gain and loss, victory and defeat the same, engage thou in battle for the sake of battle; thus thou shalt not incur sin.","Prepare for war, in the same way as happiness, pain, loss, and victory, and you will not sin."
"2.39 This, which has been taught to thee, is wisdon concerning Sankhya. Now listen to wisdom concerning Yoga, endowed with which, O Arjuna, thou shalt cast off the bonds of action.","O Parth, you have been called to know the mathematics and now listen to the knowledge of this yoga which you can destroy the karma by using."
"2.40 In this there is no loss of effort, nor is there any harm (production of contrary results or transgression). Even a little of this knowledge (even a little practice of this Yoga) protects one from great fear.",2.40 It has no corruption and no extravial defect. The small practice of this religion (Yoga) also protects from great fear.
"2.41 Here, O joy of the Kurus, there is but a single one-pointed determination; many-branched and endless are the thoughts of the irresolute.","2.41 O Kurunandan, the decisive wisdom in this is the same, the wisdom of the ignorant men is very varied and infinite."
"2.42 Flowery speech is uttered by the unwise, taking pleasure in the eulogising words of the Vedas, O Arjuna, saying, ""There is nothing else.""","O foolish men who delight in Vedicism who speak this flowery voice, there is nothing better than this."
"2.43 Full of desires, having heaven as their goal, (they utter speech which is directed to ends) leading to new births as the result of their works, and prescribe various methods abounding in specific actions, for the attainment of pleasure and power.",2.43 Those who consider heaven to be the supreme are those who describe various actions which bring about pleasure and wealth which are (in fact) the birth - form of karma.
"2.44 For those who are attached to pleasure and power, whose minds are drawn away by such teaching, ï1thatï1 determinate reason is not formed which is steadily bent on meditation and Samadhi (superconscious state).","2.44. The minds of men who are taken away from him, who are dependent on such luxuries and devotions, have no definite wisdom, i.e. they are not capable of meditation."
"2.45 The Vedas deal with the three attributes (of Nature); be thou above these three attributes. O Arjuna, free yourself from the pairs of opposites, and ever remain in the ality of Sattva (goodness), freed from (the thought of) acisition and preservation, and be established in the Self.","2.45 O Arjuna, the subject of the Vedas is related to three qualities: you are in trinity, in purity, in purity, in purity, in yoga, and in self."
"2.46 To the Brahmana who has known the Self, all the Vedas are of as much use as is a reservoir of water in a place where there is a flood.","2.46 - As much purpose as a man has in a small reservoir when he has a full water supply from all sides, so much purpose has the self - conscious Brahmin in all the Vedas."
"2.47 Thy right is to work only, but never with its fruits; let not the fruits of action be thy motive, nor let thy attachment be to inaction.","Do you have the right to do only the work? Never to be fruitful. Do not be fruitful in your work, and do not be dependent on doing wrong."
"2.48 Perform action, O Arjuna, being steadfast in Yoga, abandoning attachment and balanced in success and failure. Evenness of mind is called Yoga.","2.48 O Dhananjaya, renounce the asceticism and act in yoga, being in harmony with the Siddha and the Asiddha."
"2.49 Far lower than the Yoga of wisdon is action, O Arjuna. Seek thou refuge in wisdom; wretched are they whose motive is the fruit.","The works are more miserable than the wisdom. So take refuge in wisdom, O rich man, and be a fruitful giver."
"2.50 Endowed with wisdom (evenness of mind), one casts off in this life both good and evil deeds; therefore, devote thyself to Yoga; Yoga is skill in action.",2.50 The man of the same mind here (in this life) abandons both virtue and sin. So become devoted to yoga.
"2.51 The wise, possessed of knowledge, having abandoned the fruits of their actions, and being freed from the fetters of birth, go to the place which is beyond all evil.","2.51 The manish with intellect, by giving up the fruits of karma, attain the status of an anonymous, that is, innocent, free from the bonds of birth."
"2.52 When thy intellect crosses beyond the mire of delusion, then thou shalt attain to indifference as to what has been heard and what has yet to be heard.","When your mind is turned to mud (kalkalli), you will get untouched by all that is heard and heard."
"2.53 When thy intellect, which is perplexed by the Veda text, which thou hast read, shall stand immovable and steady in the Self, then thou shalt attain Self-realisation.","When you are distracted from listening to various subjects, your mind becomes fixed and stable in the self - form and you will attain (Paramath) Yoga."
"2.54 Arjuna said  What, O Krishna, is the description of him who has steady wisdom, and is merged in the superconscious state? How does one of steady wisdom speak, how does he sit, how does he walk?",2.54 . Arjuna said -- what is the characteristic of a man with stable intelligence in the Keshva Samadhi?
"2.55 The Blessed Lord said  When a man completely casts off, O Arjuna, all the desires of the mind and is satisfied in the Self by the Self, then is he said to be one of steady wisdom.","2.55 Lord said - O Parth? The time when man gives up all desires in the mind and is content with the soul in the soul, he is called the state pradesh."
"2.56 He whose mind is not shaken by adversity, who does not hanker after pleasures, and is free from attachment, fear and anger, is called a sage of steady wisdom.","A man whose mind is not agitated in sorrow, whose spirit is retired from happiness, whose mind is destroyed by anger, fear and anger, is called a bottom - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -"
"2.57 He who is everywhere without attachment, on meeting with anything good or bad, who neither rejoices not hastes, his wisdom is fixed.","He who is not pleased with the good and the bad, and who is not averse to it, and who is not overly affectionate, is a man of great wisdom."
"2.58 When, like the tortoise which withdraws on all sides its limbs, he withdraws his senses from the sense-objects, then his wisdom becomes steady.","2.58 Like a turtle, he is able to hold his organs together, and his mind is stable when he is able to hold his senses together."
2.59 The objects of the senses turn away from the abstinent man leaving the longing (behind); but his longing also turns away on seeing the Supreme.,"2.59 The subject of the unhealthy body is retired from the man, but not the rage towards him, but the rage of this man is also retired when he sees the Supreme Being."
"2.60 The turbulent senses, O Arjuna, do violently carry away the mind of a wise man though he be striving (to control them).","2.60. O Kauntey (control) in the effort of the wise man, these senses take over the mind with force."
"2.61 Having restrained them all he should sit steadfast, intent on Me; his wisdom is steady whose senses are under control.",2.61 . Be self - controlled and self - controlled in all these senses. The wisdom of a man who is subject to his senses is distinguished.
"2.62 When a man thinks of the objects, attachment for them arises; from attachment desire is born; from desire anger arises.",2.62 The man who thinks about matters becomes addicted to it.
2.63 From anger comes delusion; from delusion loss of memory; from loss of memory the destruction of discrimination; from the destruction of discrimination he perishes.,"2.63 Anger is the result of mourning and memory confusion is the result of mourning. When memory is confused, the mind is destroyed and when intelligence is destroyed, the human being is destroyed."
"2.64 But the self-controlled man, moving among the objects with the senses under restraint and free from attraction and repulsion, attains to peace.","2.64 Self - controlled man obtains pleasure from subjects through his subjective senses, without ragadishness."
2.65 In that peace all pains are destroyed; for the intellect of the tranil-minded soon becomes steady.,"2.65 With Prasad, all sorrows are ended and the mind of the contented man is soon stabilized."
"2.66 There is no knowledge of the Self to the unsteady and to the unsteady no meditation is possible, and to the unmeditative there can be no peace, and to the man who has no peace, how can there be happiness?",2.66 The Commissioner has no knowledge of himself and the Commissioner has no capacity for feeling and meditation The Man without feeling finds no comfort The restless man finds no pleasure
"2.67 For the mind, which follows in the wake of the wandering senses, carries away his discrimination, as the wind (carries away) a boat on the waters.","2.67 Like the wind in the water which takes a boat, so does the one which it emulates in the midst of the senses which are scattered in the subjects, take its wisdom."
"2.68 Therefore, O mighty-armed Arjuna, his knowledge is steady whose senses are completely restrained from sense-objects.","Therefore, O Mahabah, the mind of a man whose senses are all subject to the subjects of the senses is fixed."
"2.69 That which is night to all beings, in that the self-controlled man is awake; when all beings are awake, that is night for the Muni (sage) who sees.","The night of all lovers is the night wherein the man of restraint awakens, and wherein all beings awaken, it is the night for the man of sight."
"2.70 He attains peace into whom all desires enter as waters enter the ocean which, filled from all sides, remains unmoved; but not the man who is full of desires.","As the waters of the seas are absorbed by the waters of the rivers, which are full of unchanging stature, so is he who is absorbed by the desires of the man, who is not a man who desires pleasure."
"2.71 That man attains peace who, abandoning all desires, moves about without longing, without the sense of mine and without egoism.","2.71 A man who abandons all desires and wanders without concern, without affection and without self - concern, will find peace."
"2.72 This is the Brahmic seat (eternal state), O son of Pritha. Attaining to this, none is deluded. Being established therein, even at the end of life, one attains to oneness with Brahman.","2.72 O Parth, this is the Brahmin state. It is not the man who is attracted by it."
"3.1 Arjuna said  If Thou thinkest that knowledge is superior to action, O Krishna, why then, O Kesava, dost Thou ask me to engage in this terrible action?","3.1. If you believe that knowledge is superior to karma, then why do you induce me to this terrible act, O Kesha?"
"3.2 With this apparently perplexing speech, Thou confusest, as it were, my understanding; therefore tell me that one way for certain by which I may attain bliss.",3.2. You have fascinated my mind with this compound sentence so you can definitely tell me the one way that I can get the ultimate credit.
"3.3 The Blessed Lord said  In this world there is a twofold path, as I said before, O sinless one; the path of knowledge of the Sankhyas and the path of action of the Yogins.","3.3. Lord said, O innocent Arjuna, in this verse two kinds of devotion have been mentioned by me before, the knowledge of the sages and the karma of the yogis."
3.4 Not by non-performance of actions does man reach actionlessness; nor by mere renunciation does he attain to perfection.,3.4. Not doing works does not bring about man 's nairshkamya and not by the cessation of works does he attain to perfection.
3.5 Verily none can ever remain for even a moment without performing action; for everyone is made to act helplessly indeed by the alities born of Nature.,"3.5. No man can ever remain momentarily without doing, for all the remaining (men) are done by virtues derived from nature."
"3.6 He who, restraining the organs of action, sits thinking of the sense-objects in mind, he of deluded understanding is called a hypocrite.",3.6. The foolish intellect who is mindful of the pleasures of the senses by indulging the male carmen is called a falsifier.
