Original,Translated
"1.24. Sanjaya said  Thus addressed by Arjuna, Krishna, having stationed that
best of chariots, O Dhritarashtra, in the midst of the two armies.","..1.24..Sanjay said – O Bharat (Dhritarashtra)! On Arjuna saying this, Lord Hrishikesh placed the best chariot between the two armies."
"1.25. In front of Bhishma and Drona, and all the rulers of the
earth, said: ""O Arjuna (son of Pritha), behold these Kurus gathered together.""","..1.25.. In front of Bhishma, Drona and all the rulers of the earth, he said, “O Partha, look at the Kauravas gathered here”."
"1.26. Then, Arjuna (son of Pritha) saw there (in the armies) stationed,
fathers and grandfathers, teachers, maternal uncles, brothers, sons, grandsons
and friends too.","..1.26..There Arjun saw his father's brothers, grandfathers, teachers, maternal uncles, brothers, sons, grandsons, friends, father-in-laws and brother-in-laws standing in those two armies."
"1.27. (He saw) fathers-in-law and friends also in both the armies.
The son of Kunti, Arjuna, seeing all those kinsmen thus standing arrayed,
spoke this, sorrowfully filled with deep pity.","1.27. Seeing all those relatives standing like this, Kunti's son Arjun's heart was filled with compassion and he said this in sadness."
"1.28. Arjuna said  Seeing these, my kinsmen, O krishna, arrayed, eager to fight.","1.28 1.29 Arjun said - O Krishna! Seeing these relatives present with the desire to fight, my limbs become weak, my mouth is also dry and my body is trembling and thrilled."
"1.29. My limbs fail and my mouth is parched, my body ivers and
my hair stands on end.","1.28 1.29 Arjun said - O Krishna!  Seeing these relatives present with the desire to fight, my limbs become weak, my mouth is also dry and my body is trembling and thrilled."
"1.30. The (bow) Gandiva slips from my hand, and also my skins burns
all over; I am unable even to stand and my mind is reeling, as it were.","..1.30..Gandiva (bow) is falling from my hand and the skin is burning. My mind is becoming confused, and I am unable to stand."
"1.31. And I see adverse omens, O Kesava. I do not see any good
in killing my kinsmen in battle.",..1.31..O Keshav! I am seeing the opposite in the omens and I do not see any benefit in killing my relatives in the war.
"1.32. I desire not victory, O Krishna, nor kingdom, nor pleasures.
Of what avail is dominion to us, O Krishna, or pleasures or even life?","..1.32..O Krishna! I neither want victory, nor kingdom, nor happiness. Hey Govind! What use do we have from the state or from pleasures or even from living?"
"1.33. Those for whose sake we desire kingdom, enjoyments and pleasures,
stand here in battle, having renounced life and wealth.","..1.33..Those for whom we desire kingdom, enjoyment and happiness, they are the ones who have given up the hope of wealth and life and are standing in the war."
"1.34. Teachers, fathers, sons and also grandfathers, maternal uncles,
fathers-in-law, grandsons, brothers-in-law and other relatives,-","..1.34..Those people are Gurujan, paternal uncle, uncle, son, paternal grandfather, father-in-law, grandson, shyalak and other relatives."
"1.35. These I do not wish to kill, though they kill me, O Krishna,
even for the sake of dominion over the three worlds; leave alone killing
them for the sake of the earth.","..1.35..O Madhusudan!  I don't want to kill them even if they kill me or for the kingdom of Trilokya, to say nothing of the earth."
"1.36. By killing these sons of Dhritarashtra, what pleasure can
be ours, O Janardana? Only sin will accrue to us from killing these felons.",..1.36..O Janardan! What pleasure will we get by killing the sons of Dhritarashtra?  By killing these terrorists we will only feel guilty.
"1.37. Therefore, we should not kill the sons of Dhritarashtra,
our relatives; for how can we be happy by killing our own people, O Madhava
(Krishna)?","..1.37..O Madhava!  Therefore it is not proper for us to kill the sons of our kinsman Dhritarashtra, because how can we be happy by killing our own relatives."
"1.38. Though they, with intelligence overpowered by greed, see
no evil in the destruction of families, and no sin in hostility to friends,","..1.38..Although these people, corrupted by greed, do not see sin in the evil committed by them and in betrayal of friends."
"1.39. Why should not we who clearly see evil in the destruction
of families, learn to turn away from this sin, O Janardana (Krishna)?","..1.39..But, O Janardan!  Why should we, who know the harm caused by Kulakshaya, not think of abstaining from this sin?"
"1.40. In the destruction of a family, the immemorial religious
rites of that family perish; on the destruction of spirituality, impiety,
indeed, overcomes the whole family.","1.40 Sanatan Dharma gets destroyed due to the destruction of the clan. When Dharma is destroyed, Adharma (sin) suppresses the entire family."
"1.41. By the prevalence of impiety, O Krishna, the women of
the family become corrupt; and , women being corrupted, O Varshenya (descendant
of Vrishni), there arises intermingling of castes.","..1.41..O Krishna! Due to increase in sin the women of the family become polluted, and O Varshneya! When women become infected, hybrids arise."
"1.42. Confusion of castes leads to hell the slayers of the family,
for their forefathers fall, deprived of the offerings of rice-ball and
water (libations).","..1.42..That caste hybrid causes the murderers and the clan to go to hell. Deprived of the rituals of Pinda and Jaldaan, their ancestors also fall into hell."
"1.43. By these evil deeds of the destroyers of the family, which
cause confusion of castes, the eternal religious rites of the caste and
the family are destroyed.","..1.43.. Due to these varnasankar causative defects, the eternal family religion and caste religion are destroyed due to family-killing defects."
"1.44. We have heard, O Janardana, that inevitable is the dwelling
for an unknown period in hell for those men in whose families the religious
practices have been destroyed.","..1.44..O Janardan!  We have heard that those people whose family religion is destroyed, reside in hell indefinitely."
"1.45. Alas! We are involved in a great sin, in that we are
prepared to kill our kinsmen, through greed for the pleasures of a kingdom.","..1.45..Oh!  It is sad that we have decided to commit a huge sin, and are ready to destroy our family due to the greed of this kingdom."
"1.46. If the sons of Dhritarashtra with weapons in hand should
slay me in battle, unresisting and unarmed, that would be better for me.","..1.46..If these armed Kauravas kill me in battle, who is unarmed and does not fight back, it will still be beneficial for me."
"1.47. Sanjaya said  Having thus spoken in the midst of the battlefield, Arjuna,
casting away his bow and arrow, sat down on the seat of the chariot with
his mind overwhelmed with sorrow.","..1.47..Sanjay said – Arjuna, distraught with grief in the battlefield (Sankhye), saying thus, left the bow with the arrows and sat in the rear part of the chariot."
"2.1 Sanjaya said  To him who was thus overcome with pity and who was despondent, with eyes full of tears and agitated, Madhusudana (the destroyer of Madhu) or Krishna spoke these words.",".2.1. Sanjaya said - Thus, overwhelmed with compassion and sadness, Madhusudan said this sentence to the tearful-eyed Arjuna."
"2.2 The Blessed Lord said  Whence is this perilous strait come upon thee, this dejection which is unworthy of you, disgraceful, and which will close the gates of heaven upon you, O Arjuna?",".2.2. Shri Bhagwan said – O Arjun! Where did you get this fascination for this strange place?  Contrary to Arya conduct, it is neither a means of attaining heaven nor is it a source of fame."
"2.3 Yield not to impotence, O Arjuna, son of Pritha. It does not befit thee. Cast off this mean weakness of the heart! Stand up, O scorcher of the foes!","..2.3.. O Partha, don't be a coward. This is unbecoming of you, hey! Leave aside the petty weakness of the heart and stand up."
"2.4 Arjuna said  How, O Madhusudana, shall I fight in battle with arrows against Bhishma and Drona, who are fit to be worshipped, O destroyer of enemies?","2.4. Arjun said--O Madhusudan! How will I fight with arrows in the battlefield with Bhishma and Drona. O Arisudan, both of them are worthy of worship."
"2.5 Better it is, indeed, in this world to accept alms than to slay the most noble teachers. But if I kill them, even in this world all my enjoyments of wealth and fulfilled desires will be stained with (their) blood.","..2.5.. Taking alms in this world is more beneficial than killing these great teachers, because by killing the teachers, I will enjoy only the blood-stained pleasures of wealth and lust in this world."
"2.6 I can hardly tell which will be better, that we should  coner them or that they should coner us. Even the sons of Dhritarashtra, after slaying whom we do not wish to live, stand facing us.","..2.6.. We don't know what we should do. We don't even know whether we will win, or whether they will win over us, those whom we do not want to kill and live, those sons of Dhritarashtra are standing in front of us for the war."
2.7 My heart is overpowered by the taint of pity; my mind is confused as to duty. I ask Thee: Tell me decisively what is good for me. I am Thy disciple. Instruct me who has taken refuge in Thee.,"..2.7.. Overwhelmed by the taint of compassion and confused on the path of duty, I ask you to say with certainty whatever is best for me, because I am your disciple; Please give me advice when I take refuge in you."
"2.8 I do not see that it would remove this sorrow that burns up my senses, even if I should attain prosperous and unrivalled dominion on earth or lordship over the gods.","..2.8.. Despite having an uninterruptedly prosperous kingdom on earth and the ownership of the gods, I do not see a solution that can remove this grief that is drying up my senses."
"2.9 Sanjaya said  Having spoken thus to Hrishikesha (the Lord of the senses), Arjuna (the coneror of sleep), the destroyer of foes, said to Krishna, ""I will not fight"" and became silent.","..2.9.. Sanjay said - Thus, Gudakesh Parantap Arjun became silent after saying to Lord Hrishikesh, O Govind, ""I will not fight."""
"2.10 To him who was despondent in the midst of the two armies, Krishna, as if smiling, O Bharata, spoke these words.",..2.10.. O India (Dhritarashtra)! Lord Hrishikesh laughingly said these words to the grieving Arjun in between the two armies.
"2.11 The Blessed Lord said  Thou hast grieved for those that should not be grieved for, yet thou speakest words of wisdom. The wise grieve neither for the living nor for the dead.","2.11. Sri Bhagavan said - (Ashochyan) For those for whom it is not appropriate to mourn, you mourn and speak words to the wise, but wise men do not mourn for both the dead (gatasuna) and the living (agatasuna). Are.."
"2.12 Nor at any time indeed was I not, nor thou, nor these rulers of men, nor verily shall we ever cease to be hereafter.","2.12. In reality, it is neither the case that I did not exist at any time or you were not there or these kings were not there nor is it the case that we all will not exist from this onwards."
"2.13 Just as in this body the embodied (soul) passes into childhood, youth and old age, so also does it pass into another body; the firm man does not grieve thereat.","2.13. Just as the physical soul in this body undergoes puberty, youth and old age, similarly it attains another body;  A patient person is not attracted by this."
"2.14 The contacts of the senses with the objects, O son of Kunti, which cause heat and cold, pleasure and pain, have a beginning and an end; they are impermanent; endure them bravely, O Arjuna.","..2.14.. O son of Kunti! There is a beginning and end to the combination of cold and heat and the senses and objects that give happiness and sorrow;  They are impermanent, therefore, O Bharat! You tolerate them."
"2.15 That firm man whom, surely, these afflict not, O chief among men, to whom pleasure and pain are the same, is fit for attaining immortality.","2.15. Oh best man! The patient person who remains equanimous in pain and pleasure and cannot be troubled by these, is entitled to immortality (salvation)."
2.16 The unreal hath no being; there is non-being of the real; the truth about both has been seen by the knowers of the Truth (or the seers of the Essence).,"..2.16.. The unreal does not exist and the real never exists. In this way, the essence of both of these has been seen by wise men."
"2.17 Know that to be indestructible, by Which all this is pervaded. None can cause the destruction of That, the Imperishable.","..2.17.. You should know that thing as imperishable, which pervades this entire universe. No one is capable of destroying this element."
"2.18 These bodies of the embodied Self, Which is eternal, indestructible and immeasurable, are said to have an end. Therefore fight, O Arjuna.",..2.18.. All these bodies of this imperishable immeasurable eternal bodily soul are said to be perishable. That's why India! You fight.
"2.19 He who takes the Self to be the slayer and he who thinks It is slain, neither of them ï1knowsï1. It slays not, nor is It slain.","..2.19.. The one who considers this soul to be a killer and the one who considers it dead, both do not know, because this soul neither dies nor is killed."
"2.20 It is not born, nor does It ever die; after having been, It again ceases not to be; unborn, eternal, changeless and ancient, It is not killed when the body is killed.",".2.20. This soul is neither born nor dies in any time nor is it going to exist once and then disappear again. This soul is unborn, eternal, eternal and ancient, it does not get destroyed even after the destruction of the body."
"2.21 Whosoever knows It to be indestructible, eternal, unborn and inexhaustible, how can that man slay, O Arjuna, or cause to be slain?","2.21. Hey Parth! The man who knows this soul to be indestructible, eternal and eternal, how will he cause whom to die and how will he kill whom?"
"2.22 Just as a man casts off worn-out clothes and puts on new ones, so also the embodied Self casts off worn-out bodies and enters others which are new.",".2.22. Just as a human being gives up old clothes and puts on new clothes, similarly the soul gives up old bodies and acquires new bodies."
"2.23 Weapons cut It not, fire burns It not, water wets It not, wind dries It not.",..2.23.. Weapons cannot cut this soul nor can fire burn it; Water cannot wet it and air cannot dry it.
"2.24 This Self cannot be cut, burnt, wetted, nor dried up. It is eternal, all-pervading, stable, immovable and ancient.","..2.24.. Because this soul is achhedya (cannot be cut), adhaya (cannot be burnt), akledya (cannot get wet) and ashoshya (cannot be dried);  It is eternal, omnipresent, stable, immovable and eternal."
"2.25 This (Self) is said to be unmanifested, unthinkable and unchangeable. Therefore, knowing This to be such, thou shouldst not grieve.","..2.25.. This soul is said to be unmanifested, unthinkable and unchangeable;  Therefore, it is not right for you to feel sad after knowing it like this."
"2.26 But even if thou thinkest of It as being constantly born and constantly dying, even then, O mighty-armed, thou shouldst not grieve.","..2.26.. And even if you consider the soul to be born daily and die daily, O mighty-armed one!  It is not appropriate for you to mourn like this."
"2.27 For certain is death for the born, and certain is birth for the dead; therefore, over the inevitable thou shouldst not grieve.","..2.27.. Death of one who is born is certain and birth of one who dies is certain;  Therefore, you should not mourn over what is permanent and inevitable."
"2.28 Beings are unmanifested in their beginning, manifested in their middle state, O Arjuna, and unmanifested again in their end. What is there to grieve about?",..2.28.. Hey India! All living beings remain in latent state before birth and after death and become manifest in between. Then what is there to worry or mourn about?
"2.29 One sees This (the Self) as a wonder; another speaks of It as a wonder; another hears of It as a wonder; yet having heard, none understands It at all.",..2.29.. Some look upon it as a matter of surprise;  Someone speaks of it as a matter of surprise;  And any other man hears it with surprise;  And then no one knows even after listening.
"2.30 This, the Indweller in the body of everyone, is ever indestructible, O Arjuna; therefore, thou shouldst not grieve for any creature.","..2.30.. Hey India! This physical soul is always present in everyone's body, hence it is not appropriate for you to mourn for all living beings."
"2.31 Further, having regard to thy duty, shouldst not waver, for there is nothing higher for a Kshatriya than a righteous war.","..2.31.. And it is not right for you to get disturbed even after seeing your own religion, because there is no other more beneficial duty for a Kshatriya than righteous war."
"2.32 Happy are the Kshatriyas, O Arjuna! who are called upon to fight in such a battle that comes of itself as an open door to heaven.",..2.32.. And O Parth! Only the fortunate Kshatriya people get to have this kind of war which is achieved automatically and which opens the door to heaven.
"2.33 But if thou wilt not fight this righteous war, then having abandoned thine own duty and fame, thou shalt incur sin.",".2.33. And if you do not accept this crusade, then you will lose your self-righteousness and fame and commit sin."
"2.34 People, too, will recount thy everlasting dishonour; and to one who has been honoured, dishonour is worse than death.","..2.34.. And everyone will also keep talking about your long lasting bad reputation;  And for a respected man, dishonor is worse than death."
2.35 The great car-warriors will think that thou hast withdrawn from the battle through fear; and thou wilt be lightly held by them who have thought much of thee.,"2.35. And for those for whom you are very respectable, you will now become insignificant, those great people will consider you retired from the war out of fear."
"2.36 Thy enemies also, cavilling at thy power, will speak many abusive words. What is more painful than this?","..2.36.. Your enemies will speak many unspeakable words criticizing your strength, and what could be more painful than that?"
"2.37 Slain, thou wilt obtain heaven; victorious, thou wilt enjoy the earth; therefore, stand up, O son of Kunti, resolved to fight.","..2.37.. By dying in battle you will attain heaven or by winning you will enjoy the earth;  Therefore, O Kaunteya! You stand up after deciding to fight."
"2.38 Having made pleasure and pain, gain and loss, victory and defeat the same, engage thou in battle for the sake of battle; thus thou shalt not incur sin.","..2.38.. Get ready for war by equating happiness-sorrow, profit-loss and victory-defeat;  In this way you will not commit sin."
"2.39 This, which has been taught to thee, is wisdon concerning Sankhya. Now listen to wisdom concerning Yoga, endowed with which, O Arjuna, thou shalt cast off the bonds of action.","..2.39.. Hey Parth! You were told the knowledge related to Sankhya and now listen to the knowledge related to this (karma) yoga, with the knowledge of which you will be able to destroy the bondage of karma."
"2.40 In this there is no loss of effort, nor is there any harm (production of contrary results or transgression). Even a little of this knowledge (even a little practice of this Yoga) protects one from great fear.",..2.40.. There is no defect in sequence or suffix in this. Even a little practice of this religion (yoga) protects from great fear.
"2.41 Here, O joy of the Kurus, there is but a single one-pointed determination; many-branched and endless are the thoughts of the irresolute.","..2.41.. Hey Kurunandan! There is only one decisive intellect in this (subject), the intellects (resolutions) of ignorant people are many different and infinite."
"2.42 Flowery speech is uttered by the unwise, taking pleasure in the eulogising words of the Vedas, O Arjuna, saying, ""There is nothing else.""","..2.42.. O Partha, the ignorant man who speaks these flowery words while enjoying the Vedas? There is nothing greater than this (heaven)."
"2.43 Full of desires, having heaven as their goal, (they utter speech which is directed to ends) leading to new births as the result of their works, and prescribe various methods abounding in specific actions, for the attainment of pleasure and power.","..2.43.. Full of desires? People who believe that heaven is the best, tell about many activities that lead to enjoyment and wealth, which (in reality) give the results of karma in the form of birth."
"2.44 For those who are attached to pleasure and power, whose minds are drawn away by such teaching, ï1thatï1 determinate reason is not formed which is steadily bent on meditation and Samadhi (superconscious state).","..2.44..Those whose mind has been taken away, such people who are attached to pleasures and luxuries do not have determined intelligence in their conscience, that is, they are not capable of practicing meditation."
"2.45 The Vedas deal with the three attributes (of Nature); be thou above these three attributes. O Arjuna, free yourself from the pairs of opposites, and ever remain in the ality of Sattva (goodness), freed from (the thought of) acisition and preservation, and be established in the Self.","..2.45.. O Arjun, the subject of the Vedas is related to the three gunas (world), are you beyond the three gunas? Uncontested? Situated in eternal sattva (purity)? Become free from Yogakshema and self-sufficient."
"2.46 To the Brahmana who has known the Self, all the Vedas are of as much use as is a reservoir of water in a place where there is a flood.",..2.46.. How much use does a human being have in a small reservoir when there is abundant water from all sides? The self-enlightened Brahmin has the same purpose in all the Vedas.
"2.47 Thy right is to work only, but never with its fruits; let not the fruits of action be thy motive, nor let thy attachment be to inaction.",..2.47.. Do you have the right just to do the work? Never in fruit. You should not be dependent on the results of your actions and you should not be attached to non-actions either.
"2.48 Perform action, O Arjuna, being steadfast in Yoga, abandoning attachment and balanced in success and failure. Evenness of mind is called Yoga.","..2.48.. O Dhananjaya, abandoning attachment and being equanimous between success and failure, do your work while being situated in yoga. This equanimity is called yoga."
"2.49 Far lower than the Yoga of wisdon is action, O Arjuna. Seek thou refuge in wisdom; wretched are they whose motive is the fruit.","..2.49.. In comparison to this Buddhiyoga, are (fruitful) actions extremely inferior? Therefore, O Dhananjaya, take refuge in your wisdom. Those who desire fruits are misers."
"2.50 Endowed with wisdom (evenness of mind), one casts off in this life both good and evil deeds; therefore, devote thyself to Yoga; Yoga is skill in action.",..2.50.. Does a man with equanimity give up both virtuous and sinful actions here (in this life)? That's why you become full of yoga. Yoga is efficiency in actions.
"2.51 The wise, possessed of knowledge, having abandoned the fruits of their actions, and being freed from the fetters of birth, go to the place which is beyond all evil.","..2.51.. The wise people having the Yoga of Buddhi, renouncing the fruits of their actions and freed from the bondage of birth, attain the state of Anamaya i.e. innocent."
"2.52 When thy intellect crosses beyond the mire of delusion, then thou shalt attain to indifference as to what has been heard and what has yet to be heard.",".2.52. When your intellect will get rid of the swamp of illusion (Kalil), then you will attain detachment from all those things (detachment)? Which is worth listening to and is heard."
"2.53 When thy intellect, which is perplexed by the Veda text, which thou hast read, shall stand immovable and steady in the Self, then thou shalt attain Self-realisation.","..2.53.. When your mind, which has been distracted by listening to various topics, becomes immovable and stable in the form of the Self, then you will attain (Paramarth) Yoga."
"2.54 Arjuna said  What, O Krishna, is the description of him who has steady wisdom, and is merged in the superconscious state? How does one of steady wisdom speak, how does he sit, how does he walk?","..2.54.. Arjun said - O Keshav, what are the characteristics of a man with a stable mind in samadhi? How does a man with a stable mind speak, how does he sit, how does he walk?"
"2.55 The Blessed Lord said  When a man completely casts off, O Arjuna, all the desires of the mind and is satisfied in the Self by the Self, then is he said to be one of steady wisdom.",..2.55.. Shri Bhagwan said – O Partha? The time when a man gives up all the desires in his mind and remains content with the soul itself? At that time he is called Sthithaprajna.
"2.56 He whose mind is not shaken by adversity, who does not hanker after pleasures, and is free from attachment, fear and anger, is called a sage of steady wisdom.",..2.56.. Whose mind is not disturbed in sorrow? Whose desire is quenched in happiness? Whose heart is angry with? Have fear and anger been destroyed? That sage is called Sthitapragya.
"2.57 He who is everywhere without attachment, on meeting with anything good or bad, who neither rejoices not hastes, his wisdom is fixed.","..2.57.. The one who is devoid of extreme affection everywhere, neither becomes happy nor hateful after receiving those auspicious and inauspicious things? His wisdom is established (stable)."
"2.58 When, like the tortoise which withdraws on all sides its limbs, he withdraws his senses from the sense-objects, then his wisdom becomes steady.","..2.58.. Just as a tortoise gathers its body parts, in the same way does this man surround his senses from all sides with the objects of the senses? Then his intellect becomes stable."
2.59 The objects of the senses turn away from the abstinent man leaving the longing (behind); but his longing also turns away on seeing the Supreme.,"..2.59.. Do the desires go away from the non-vegetarian physical person? But on seeing the supreme element, there is no attachment (for them), and this (man's) attachment also goes away."
"2.60 The turbulent senses, O Arjuna, do violently carry away the mind of a wise man though he be striving (to control them).","..2.60.. O Kaunteya, while striving for (restraint) these senses forcefully take away the mind of even an intelligent (Vipacchit) man."
"2.61 Having restrained them all he should sit steadfast, intent on Me; his wisdom is steady whose senses are under control.","..2.61.. By controlling all those senses, one becomes united and intelligent. The man whose senses are under control? His wisdom is respected."
"2.62 When a man thinks of the objects, attachment for them arises; from attachment desire is born; from desire anger arises.",..2.62.. Does a man who thinks about things become attached to them? From attachment comes desire and from desire comes anger.
2.63 From anger comes delusion; from delusion loss of memory; from loss of memory the destruction of discrimination; from the destruction of discrimination he perishes.,"..2.63.. Attachment arises from anger and confusion arises from attachment. When memory gets confused, intelligence gets destroyed and due to loss of intelligence, the person gets destroyed."
"2.64 But the self-controlled man, moving among the objects with the senses under restraint and free from attraction and repulsion, attains to peace.","..2.64.. A self-controlled (vidheyatma) man, free from attachment and aversion, attains happiness (prasad) by enjoying the objects through his controlled (atmavashyai) senses."
2.65 In that peace all pains are destroyed; for the intellect of the tranil-minded soon becomes steady.,"..2.65.. On receiving Prasad, all the sorrows end and the mind of a happy person soon becomes stable."
"2.66 There is no knowledge of the Self to the unsteady and to the unsteady no meditation is possible, and to the unmeditative there can be no peace, and to the man who has no peace, how can there be happiness?",..2.66.. (Without restraint) An Ayukt man does not have (self) knowledge and an Ayukt man does not have the capacity for emotion and meditation. An emotionless man does not get peace. A disturbed man does not find happiness.
"2.67 For the mind, which follows in the wake of the wandering senses, carries away his discrimination, as the wind (carries away) a boat on the waters.","..2.67.. Just as wind moves a boat in water, in the same way, which sense does the mind imitate in the midst of senses vying with objects? That one sense takes away his intelligence."
"2.68 Therefore, O mighty-armed Arjuna, his knowledge is steady whose senses are completely restrained from sense-objects.","..2.68.. Therefore? O mighty-armed man, whose senses are all under the control of the objects of the senses? His intellect is stable."
"2.69 That which is night to all beings, in that the self-controlled man is awake; when all beings are awake, that is night for the Muni (sage) who sees.",..2.69.. The night which is there for all the lovers? In that the restrained man is awake and where all the living beings are awake? It is night for the sage who sees (the elements).
"2.70 He attains peace into whom all desires enter as waters enter the ocean which, filled from all sides, remains unmoved; but not the man who is full of desires.","..2.70.. Just as the waters (of many rivers) get absorbed (without disturbing it) into the ocean, which is full of unshakable prestige on all sides? Similarly, the man for whom the objects of desires get absorbed in him (without causing any disorder)? That man attains peace? Not a man who desires pleasures."
"2.71 That man attains peace who, abandoning all desires, moves about without longing, without the sense of mine and without egoism.",..2.71.. The man who has given up all desires and is soulless? Wanders without any attachment or ego? He attains peace.
