Original,Translated
"1.30. The (bow) Gandiva slips from my hand, and also my skins burns
all over; I am unable even to stand and my mind is reeling, as it were.","1:30 And from my hand falls guns and the skin burns; my mind becomes somewhat confused, and I cannot stand."
"1.31. And I see adverse omens, O Kesava. I do not see any good
in killing my kinsmen in battle.","1.31 O Keshov, I also see the victims in the contrary, and I do not see any goodness in the battle, by killing my neighbors."
"1.32. I desire not victory, O Krishna, nor kingdom, nor pleasures.
Of what avail is dominion to us, O Krishna, or pleasures or even life?","1:32 O Krishna, I do not want victory, nor kingdom, nor pleasures, O Govind, what is the purpose of us from kingdom or from food and from living?"
"1.33. Those for whose sake we desire kingdom, enjoyments and pleasures,
stand here in battle, having renounced life and wealth.","1.33 Those among us for whom the desire of kingdom, the desire and the desire of prosperity, are the ones who stand in war, abandoning the hope of wealth and life."
"1.34. Teachers, fathers, sons and also grandfathers, maternal uncles,
fathers-in-law, grandsons, brothers-in-law and other relatives,-","1:34.They are Gourozan, Tao, Uncle, Son, Father, Swazur, Uncle, Shilak and others related."
"1.35. These I do not wish to kill, though they kill me, O Krishna,
even for the sake of dominion over the three worlds; leave alone killing
them for the sake of the earth.","I do not want to kill them for their killing me or for the kingdom of the trio, then what is to say for the earth?"
"1.36. By killing these sons of Dhritarashtra, what pleasure can
be ours, O Janardana? Only sin will accrue to us from killing these felons.","1.36 O generade, what will we be pleased by killing the sons of the land? by killing these atheists we will only have sin."
"1.37. Therefore, we should not kill the sons of Dhritarashtra,
our relatives; for how can we be happy by killing our own people, O Madhava
(Krishna)?","1:37 So it is not worthy for us to kill the sons of our bonded land, for how happy will we be by killing the selfish ones."
"1.38. Though they, with intelligence overpowered by greed, see
no evil in the destruction of families, and no sin in hostility to friends,","1.38 Though corrupted by lust, these people do not see sin in corrupted fault and friendship."
"1.39. Why should not we who clearly see evil in the destruction
of families, learn to turn away from this sin, O Janardana (Krishna)?","1.39 But, o Gentleman, why should not we, who know the fault that occurs from the holocaust, think to refuse this sin?"
"1.40. In the destruction of a family, the immemorial religious
rites of that family perish; on the destruction of spirituality, impiety,
indeed, overcomes the whole family.",1.40 The destruction of the whole is the destruction of the whole religion; the destruction of the whole religion is the destruction of the whole religion.
"1.41. By the prevalence of impiety, O Krishna, the women of
the family become corrupt; and , women being corrupted, O Varshenya (descendant
of Vrishni), there arises intermingling of castes.",1.41.....................
"1.42. Confusion of castes leads to hell the slayers of the family,
for their forefathers fall, deprived of the offerings of rice-ball and
water (libations).","1.42 It causes the character to bring the curtains and the whole to hell.They's fathers, deprived of the action of pine and water, also fall into hell."
"1.43. By these evil deeds of the destroyers of the family, which
cause confusion of castes, the eternal religious rites of the caste and
the family are destroyed.",.1.43.These characteristic factors defects cause mutual defects to destroy all-inclusive mutuality and ethnicity.
"1.44. We have heard, O Janardana, that inevitable is the dwelling
for an unknown period in hell for those men in whose families the religious
practices have been destroyed.",We have heard that those of whom the whole religion is destroyed will live in hell for unjust time.
"1.45. Alas! We are involved in a great sin, in that we are
prepared to kill our kinsmen, through greed for the pleasures of a kingdom.","1.45 Oh, it is sad that we are determined to commit a great sin, who are prepared to destroy our families by the praise of this kingdom."
"1.46. If the sons of Dhritarashtra with weapons in hand should
slay me in battle, unresisting and unarmed, that would be better for me.","1.46 If these armed men kill the one who has no weapons and does not reject me in pride, then he will be good for me."
"1.47. Sanjaya said  Having thus spoken in the midst of the battlefield, Arjuna,
casting away his bow and arrow, sat down on the seat of the chariot with
his mind overwhelmed with sorrow.","17:17 And he said unto them, Thou shalt say unto them, Thou shalt say unto them, Thou shalt say unto them, Thou shalt say unto them, Thou shalt say unto them, Thou shalt say unto them, Thou shalt say unto them."
"2.1 Sanjaya said  To him who was thus overcome with pity and who was despondent, with eyes full of tears and agitated, Madhusudana (the destroyer of Madhu) or Krishna spoke these words.","Sanjay said — thus this sentence was said by Akul Arjun from Medusudan, who was overwhelmed by mercy and toxicity, with unfulfilled eyes."
"2.2 The Blessed Lord said  Whence is this perilous strait come upon thee, this dejection which is unworthy of you, disgraceful, and which will close the gates of heaven upon you, O Arjuna?","2 And the Lord said, O Arjuna, where did this moh come from you in this untouchable place? this, contrary to the Arya behavior, is neither a means of heavenly achievement nor a means of charity."
"2.3 Yield not to impotence, O Arjuna, son of Pritha. It does not befit thee. Cast off this mean weakness of the heart! Stand up, O scorcher of the foes!",2.3.Do not be parathy; it is untouchable to you; but stand up and give up the weakness of your heart.
"2.4 Arjuna said  How, O Madhusudana, shall I fight in battle with arrows against Bhishma and Drona, who are fit to be worshipped, O destroyer of enemies?","2:4 And Arjuna said, O Medusudan, how will I fight against the bonds in the land of the land of the land of the land of the land of the land of the land of the land?"
"2.5 Better it is, indeed, in this world to accept alms than to slay the most noble teachers. But if I kill them, even in this world all my enjoyments of wealth and fulfilled desires will be stained with (their) blood.","To take the food of worship in this people is more well-being than to kill these great-righteous guards, for by killing guards I will only feed the bloodshed meaning and work-form guards in this people."
"2.6 I can hardly tell which will be better, that we should  coner them or that they should coner us. Even the sons of Dhritarashtra, after slaying whom we do not wish to live, stand facing us.","We do not know what it is right for us to do; we do not even know that we will win, or they will win us, whom we do not want to survive by killing, they are the sons of the nation who stand for war before us."
2.7 My heart is overpowered by the taint of pity; my mind is confused as to duty. I ask Thee: Tell me decisively what is good for me. I am Thy disciple. Instruct me who has taken refuge in Thee.,"I ask you, overwhelmed by compassion and confused with duty, that you say to him who is great for me, for I am your disciple; you who come in refuge, preach me."
"2.8 I do not see that it would remove this sorrow that burns up my senses, even if I should attain prosperous and unrivalled dominion on earth or lordship over the gods.","Even when I have obtained the untouchable wealthy kingdom on earth and the possession of the gods, I do not see the measure that can remove this sadness that drows my minds."
"2.9 Sanjaya said  Having spoken thus to Hrishikesha (the Lord of the senses), Arjuna (the coneror of sleep), the destroyer of foes, said to Krishna, ""I will not fight"" and became silent.","Sanjay said—this way Godakesh was silent by saying to Arjuna Godhashikesh, “Govind, I will not fight.”"
"2.10 To him who was despondent in the midst of the two armies, Krishna, as if smiling, O Bharata, spoke these words.","2.10.O India! between the two armies, to that shokmagn Arjuna, God had laughed and said this word."
"2.11 The Blessed Lord said  Thou hast grieved for those that should not be grieved for, yet thou speakest words of wisdom. The wise grieve neither for the living nor for the dead.","The Lord said, ""For those for whom it is not right to regret, you regret and speak words to the wise, but the wise men do not regret for both the dead and the living."""
"2.12 Nor at any time indeed was I not, nor thou, nor these rulers of men, nor verily shall we ever cease to be hereafter.","Indeed, it is not that I was not in any time, or you were not, or these were not royals, and it is not that we will not all be ahead of it."
"2.13 Just as in this body the embodied (soul) passes into childhood, youth and old age, so also does it pass into another body; the firm man does not grieve thereat.","2.13 As in this body is the comar of the godly victory, youth and aging, so it has the achievement of another body; thin man is not engaged in it."
"2.14 The contacts of the senses with the objects, O son of Kunti, which cause heat and cold, pleasure and pain, have a beginning and an end; they are impermanent; endure them bravely, O Arjuna.","The beginning and end of the coincidence of intelligence and subjects that give cold and warm and pleasant suffering is the beginning and end; they are infinite, therefore, O India, tolerate them."
"2.15 That firm man whom, surely, these afflict not, O chief among men, to whom pleasure and pain are the same, is fit for attaining immortality.","2.15 O best men, whoever lives with equal sense in sadness and pleasure, whoever can not afflict this man, is the owner of immortality."
2.16 The unreal hath no being; there is non-being of the real; the truth about both has been seen by the knowers of the Truth (or the seers of the Essence).,2.16 The unreal thing therefore does not exist and the truth is never absent; thus the same theity of these two is seen by theoretical wise men.
"2.17 Know that to be indestructible, by Which all this is pervaded. None can cause the destruction of That, the Imperishable.","2.17 You know that thing is immortal, by which this whole world is overwhelmed; no one is capable of destroying this wickedness."
"2.18 These bodies of the embodied Self, Which is eternal, indestructible and immeasurable, are said to have an end. Therefore fight, O Arjuna.","2.18 All these bodies of the Spirit have been destroyed, so India, you fight."
"2.19 He who takes the Self to be the slayer and he who thinks It is slain, neither of them ï1knowsï1. It slays not, nor is It slain.","Whoever thinks that this spirit is killing, and whoever thinks that it is dead, both do not know, for this spirit neither dies nor is killed."
"2.20 It is not born, nor does It ever die; after having been, It again ceases not to be; unborn, eternal, changeless and ancient, It is not killed when the body is killed.","This spirit neither is born nor dies in any time, nor will it once and again be unformed; this spirit is unclean, intentional, eternal and ancient, even if the body is destroyed, it will not be destroyed."
"2.21 Whosoever knows It to be indestructible, eternal, unborn and inexhaustible, how can that man slay, O Arjuna, or cause to be slain?","2.21 O Petar, the man who knows this spirit as immortal, intentionally and unfortunate, how will he die and how will he kill?"
"2.22 Just as a man casts off worn-out clothes and puts on new ones, so also the embodied Self casts off worn-out bodies and enters others which are new.","2.22 As man leaves old clothes and holds other new clothes, so the victory also leaves old bodies and gets other new bodies."
"2.23 Weapons cut It not, fire burns It not, water wets It not, wind dries It not.","2.23 This spirit cannot be broken, nor fire can burn it; water cannot moisturize it, and air cannot dry it."
"2.24 This Self cannot be cut, burnt, wetted, nor dried up. It is eternal, all-pervading, stable, immovable and ancient.","2.24 For this spirit is good (not to be cut), untouchable (not to be flattered), accledic (not to be flattered) and untouchable (not to be sucked); it is intangible, everlasting, stable (stable), untouchable and untouchable."
"2.25 This (Self) is said to be unmanifested, unthinkable and unchangeable. Therefore, knowing This to be such, thou shouldst not grieve.","2.25 This spirit is called unclean, unclean and unclean; therefore it is not appropriate for you to regret knowing it in this way."
"2.26 But even if thou thinkest of It as being constantly born and constantly dying, even then, O mighty-armed, thou shouldst not grieve.","26 And if you think that the Spirit will be born and dying, then, o great, it is not right for you to regret."
"2.27 For certain is death for the born, and certain is birth for the dead; therefore, over the inevitable thou shouldst not grieve.","The death of the born is certain, and the birth of the dead is certain; therefore you should not regret for what is inevitable."
"2.28 Beings are unmanifested in their beginning, manifested in their middle state, O Arjuna, and unmanifested again in their end. What is there to grieve about?","2.28 O India, all beings live in an unlimited state before and after birth and are expressed in the middle. then what is concern or sadness in it?"
"2.29 One sees This (the Self) as a wonder; another speaks of It as a wonder; another hears of It as a wonder; yet having heard, none understands It at all.",29 One sees it as a surprise; one says it as a surprise; and another man hears it as a surprise; and then no one hears and does not know.
"2.30 This, the Indweller in the body of everyone, is ever indestructible, O Arjuna; therefore, thou shouldst not grieve for any creature.","O India, this God’s Spirit is always in the body of all, so it is not appropriate for you to regret for all beings."
"2.31 Further, having regard to thy duty, shouldst not waver, for there is nothing higher for a Kshatriya than a righteous war.","2.31 And it is not worthy that you be distracted even when you see self-righteousness, for there is no other charitable duty than the religious war for the evil."
"2.32 Happy are the Kshatriyas, O Arjuna! who are called upon to fight in such a battle that comes of itself as an open door to heaven.","2.32 And, O Pater, those who have acquired themselves and opened the door to heaven will find such a battle to those who are lucky."
"2.33 But if thou wilt not fight this righteous war, then having abandoned thine own duty and fame, thou shalt incur sin.","33 And if you do not accept this religious war, then you will lose self-righteousness and charity and get sin."
"2.34 People, too, will recount thy everlasting dishonour; and to one who has been honoured, dishonour is worse than death.",34 And all will continue to speak of your long-lasting uncertainty; and for a worthy man the uncertainty is greater than death.
2.35 The great car-warriors will think that thou hast withdrawn from the battle through fear; and thou wilt be lightly held by them who have thought much of thee.,"2:35 And for those to whom you are very righteous, you will now become untouched, and the righteous will consider you for fear of war."
"2.36 Thy enemies also, cavilling at thy power, will speak many abusive words. What is more painful than this?","Your enemies will say many untouchable words, condemning your sorrows, then what will be more painful than that?"
"2.37 Slain, thou wilt obtain heaven; victorious, thou wilt enjoy the earth; therefore, stand up, O son of Kunti, resolved to fight.","37 And when you die in war, you will gain heaven, or you will win the earth, and you will stand up in war, O Israel!"
"2.38 Having made pleasure and pain, gain and loss, victory and defeat the same, engage thou in battle for the sake of battle; thus thou shalt not incur sin.","Sukh-du: Ah, equal to profit-hany and jay-prajay, prepare for war; thus you will not be sinful."
"2.39 This, which has been taught to thee, is wisdon concerning Sankhya. Now listen to wisdom concerning Yoga, endowed with which, O Arjuna, thou shalt cast off the bonds of action.","2:39 O Pharat, you have been called statistical knowledge, and now listen to the knowledge of this (carm) yoga, with which you will be able to destroy the work."
"2.40 In this there is no loss of effort, nor is there any harm (production of contrary results or transgression). Even a little of this knowledge (even a little practice of this Yoga) protects one from great fear.",2.40 There is no ordinancy and no direct fault in it; the minor practice of this religion (young) also protects from greatness.
"2.41 Here, O joy of the Kurus, there is but a single one-pointed determination; many-branched and endless are the thoughts of the irresolute.","O Qur’an, in this (subject) there is the same determining wisdom; the wisdom of the ignorant men is greatly distinctive and eternal."
"2.42 Flowery speech is uttered by the unwise, taking pleasure in the eulogising words of the Vedas, O Arjuna, saying, ""There is nothing else.""",2.42 O Parth Aviveki men who are rammed in the weddism who speak this word of the Father (Dekavti Shawa)? there is nothing greater than that (from heaven).
"2.43 Full of desires, having heaven as their goal, (they utter speech which is directed to ends) leading to new births as the result of their works, and prescribe various methods abounding in specific actions, for the attainment of pleasure and power.",2.43 Those who believe the heavens best tell the many acts to obtain devotion and devotion which (in fact) are to give birth-like karmafruits.
"2.44 For those who are attached to pleasure and power, whose minds are drawn away by such teaching, ï1thatï1 determinate reason is not formed which is steadily bent on meditation and Samadhi (superconscious state).","2.44 Those whose mind has been taken all of them, in the discretion of men who have such devotion and asphericity, there is no certainty, i.e. they are not worthy to practice the attention."
"2.45 The Vedas deal with the three attributes (of Nature); be thou above these three attributes. O Arjuna, free yourself from the pairs of opposites, and ever remain in the ality of Sattva (goodness), freed from (the thought of) acisition and preservation, and be established in the Self.","2.45 O Arjuna, the subject of the wedds is related to three qualities (from the world), you are triangulated, unparalleled, located in the purity (cleanity), and be free of yoga and self-righteous."
"2.46 To the Brahmana who has known the Self, all the Vedas are of as much use as is a reservoir of water in a place where there is a flood.",2.46 As much purpose remains in the small reservoir of man when there is a perfect reservoir from all sides? as much purpose remains in all veids of self-knowledge brahman.
"2.47 Thy right is to work only, but never with its fruits; let not the fruits of action be thy motive, nor let thy attachment be to inaction.",2.47 Do you have the right to do the work? never in the fruit. do you not have the work of the work and do you not have the right to do the work of the work.
"2.48 Perform action, O Arjuna, being steadfast in Yoga, abandoning attachment and balanced in success and failure. Evenness of mind is called Yoga.","2.48 O righteous people, give up the person and do the work in the yoga while you are situated in the proof and in the ignorance; this practice is called yoga."
"2.49 Far lower than the Yoga of wisdon is action, O Arjuna. Seek thou refuge in wisdom; wretched are they whose motive is the fruit.","2.49 Are the works of this wisdom more unhealthy than the works of this wisdom? therefore, o righteous men, take refuge to the wisdom, and those who desire fruit are grace."
"2.50 Endowed with wisdom (evenness of mind), one casts off in this life both good and evil deeds; therefore, devote thyself to Yoga; Yoga is skill in action.",2.50 Is there a man with understanding here (in this life) that honour and sin give up these two works?
"2.51 The wise, possessed of knowledge, having abandoned the fruits of their actions, and being freed from the fetters of birth, go to the place which is beyond all evil.","2.51 Manish people with intelligence, by giving up the fruit of work, get an innocent, i.e. an innocent position, free from birth-like bonds."
"2.52 When thy intellect crosses beyond the mire of delusion, then thou shalt attain to indifference as to what has been heard and what has yet to be heard.","2:52.When your wisdom will go to the mourap, then will you get unwilling from all the things which are heard and heard."
"2.53 When thy intellect, which is perplexed by the Veda text, which thou hast read, shall stand immovable and steady in the Self, then thou shalt attain Self-realisation.","2.53 When your intelligence, disturbed from listening to many kinds of subjects, will become unmoving and stable in its form, then you will obtain (permार्थ) yoga."
"2.54 Arjuna said  What, O Krishna, is the description of him who has steady wisdom, and is merged in the superconscious state? How does one of steady wisdom speak, how does he sit, how does he walk?","2.54 Arjuna said -- What is the characteristic of a man with a stable intelligence located in the Keshov period, stable intelligence how man speaks how he sits how he moves?"
"2.55 The Blessed Lord said  When a man completely casts off, O Arjuna, all the desires of the mind and is satisfied in the Self by the Self, then is he said to be one of steady wisdom.","The Lord God said, “Partus, when a man gives up all the desires in his mind and is satisfied with the Spirit?"
"2.56 He whose mind is not shaken by adversity, who does not hanker after pleasures, and is free from attachment, fear and anger, is called a sage of steady wisdom.",2.56 In suffering whose mind was not opened in pleasure whose sphera has been reversed; from whose mind is anger; fear and anger have been destroyed.
"2.57 He who is everywhere without attachment, on meeting with anything good or bad, who neither rejoices not hastes, his wisdom is fixed.","2:57. and whoever has not received the good and the unpleasant things, and is not pleased, nor is he pleased; his prayer is righteous."
"2.58 When, like the tortoise which withdraws on all sides its limbs, he withdraws his senses from the sense-objects, then his wisdom becomes steady.","2.58 The sheep takes his organs as well as this man, when he overwhelms his senses from all sides with the subjects of the senses, then his intelligence is stable."
2.59 The objects of the senses turn away from the abstinent man leaving the longing (behind); but his longing also turns away on seeing the Supreme.,"2.59 And the disappointing bodies are distant from men, but the disappointment of this (man) is also distant when he sees the ultimate element."
"2.60 The turbulent senses, O Arjuna, do violently carry away the mind of a wise man though he be striving (to control them).",2.60 Those who are trying (to accomplish) even the mind of the wise man (of the wise man) are strongly taken by these men.
"2.61 Having restrained them all he should sit steadfast, intent on Me; his wisdom is steady whose senses are under control.",2.61 All those men shall be limited and compassionate; whose men's men's men's men are in possession?
"2.62 When a man thinks of the objects, attachment for them arises; from attachment desire is born; from desire anger arises.",2.2.62. the man who thinks of subjects becomes insight in it; insight generates anger from desire and desire.
2.63 From anger comes delusion; from delusion loss of memory; from loss of memory the destruction of discrimination; from the destruction of discrimination he perishes.,"2.63. from anger arises moh and moh from memory distortion. when memory is confused, intelligence is destroyed and when intelligence is destroyed, man is destroyed."
"2.64 But the self-controlled man, moving among the objects with the senses under restraint and free from attraction and repulsion, attains to peace.",2.4.4 The self-conciliation (the self-conciliation) of the man without the righteousness (the self-conciliation) obtains the pleasure (the pleasure) of the subjects by the self-conciliation (the self-conciliation) made in his possession.
2.65 In that peace all pains are destroyed; for the intellect of the tranil-minded soon becomes steady.,"2.65 When there is offer, all suffering ends, and the wisdom of the pleased man soon stabilizes."
"2.66 There is no knowledge of the Self to the unsteady and to the unsteady no meditation is possible, and to the unmeditative there can be no peace, and to the man who has no peace, how can there be happiness?",2.66 The united man would not have knowledge (self) and the united man would not have the ability of sense and attention; the united man would not have peace; the united man would not have pleasure.
"2.67 For the mind, which follows in the wake of the wandering senses, carries away his discrimination, as the wind (carries away) a boat on the waters.","2.67 Every one takes the boat like the air in the water, just as the imitation of the intellect which he thinks is among the enthusiasts in the subjects; the same intellect takes every prophesy of it."
"2.68 Therefore, O mighty-armed Arjuna, his knowledge is steady whose senses are completely restrained from sense-objects.","2.68 Therefore, o great man whose minds are all kinds made in the possession of human matters? his wisdom is stable."
"2.69 That which is night to all beings, in that the self-controlled man is awake; when all beings are awake, that is night for the Muni (sage) who sees.","2.69 For all beings which is night, in which the humble man wakes up, and where all beings wakes up, it is night for the humble who sees."
"2.70 He attains peace into whom all desires enter as waters enter the ocean which, filled from all sides, remains unmoved; but not the man who is full of desires.","2.70 As from all sides the waters (not distorted by it) flow in the sea of perfect unrighteous reputation (of many rivers), so shall the man whom the desires go into him (not generating wickedness) the man gain peace, not the man whom the desires are."
"2.71 That man attains peace who, abandoning all desires, moves about without longing, without the sense of mine and without egoism.","The man who gives up all his desires, and does not give up his desires, and does not give up his desires, and does not give up his desires, and does not give up his desires?"
"2.72 This is the Brahmic seat (eternal state), O son of Pritha. Attaining to this, none is deluded. Being established therein, even at the end of life, one attains to oneness with Brahman.","2.72 This is a brahmi state; to obtain it the man would not be engaged; even in the end of the time, by being placed in this faith, he obtained the brahmi (unity with brahmi)."
"3.1 Arjuna said  If Thou thinkest that knowledge is superior to action, O Krishna, why then, O Kesava, dost Thou ask me to engage in this terrible action?","If you believe that knowledge is better than karma, then why do you tend me to this terrible karma?"
"3.2 With this apparently perplexing speech, Thou confusest, as it were, my understanding; therefore tell me that one way for certain by which I may attain bliss.",2.3.2 With this mixed phrase you mouths my wisdom so you say the one (the way) by which I can obtain the ultimate trust.
"3.3 The Blessed Lord said  In this world there is a twofold path, as I said before, O sinless one; the path of knowledge of the Sankhyas and the path of action of the Yogins.","3 And the Lord said, O unpunishment, Arjuna, two kinds of faith in this shlook have been said before me, by the knowledge of the wise and by the work of the youths."
3.4 Not by non-performance of actions does man reach actionlessness; nor by mere renunciation does he attain to perfection.,"3.4 The man does not obtain naturalness by not doing the works, nor by the sanctuation of the works he obtains proof (fullness)."
3.5 Verily none can ever remain for even a moment without performing action; for everyone is made to act helplessly indeed by the alities born of Nature.,"3.5. no man can ever be without a temporary work, because it is carried out from all (male) who are deceived by the qualities arising from nature."
"3.6 He who, restraining the organs of action, sits thinking of the sense-objects in mind, he of deluded understanding is called a hypocrite.","3.6 Whoever is wise, whoever is wise, whoever is wise, whoever is wise, whoever is wise, whoever is wise, whoever is wise, whoever is wise, whoever is wise, whoever is wise, whoever is wise."
"3.7 But whosoever, controlling the senses by the mind, O Arjuna, engages himself in Karma Yoga with the organs of action, without attachment, he excels.","7 But, O Arjuna, whoever works with man’s minds in possession of men, is the best."
"3.8 Do thou perform (thy) bounden duty, for action is superior to inaction and even the maintenance of the body would not be possible for thee by inaction.","3:8 And do the work of your destiny, for the work is better than the work of the wrongdoing, and your body will not be proven from the work of the wrongdoing."
