Original,Translated
।।1.19।।वह भयंकर घोष आकाश और पृथ्वी पर गूँजने लगा और उसने धृतराष्ट्र के पुत्रों के हृदय विदीर्ण कर दिये।,।।1.19।।वह भयंकर घोष आकाश और पृथ्वी पर गूंजने लगा और उसने धृतराष्ट्र के पुत्रों के हृदय को विदीर्ण कर दिया।
।।1.20।।हे महीपते ! इस प्रकार जब युद्ध प्रारम्भ होने वाला ही था कि कपिध्वज अर्जुन ने धृतराष्ट्र के पुत्रों को स्थित देखकर धनुष उठाकर भगवान् हृषीकेश से ये शब्द कहे।,।।1.20।।हे महीपते ! इस प्रकार जब युद्ध के मैदान में कपिध्वज अर्जुन ने धृतराष्ट्र के पुत्रों को स्थित देखकर धनुर्धर भगवान हृषिकेश से यह शब्द कहा था।
।।1.21।।अर्जुन ने कहा -- हे! अच्युत मेरे रथ को दोनों सेनाओं के मध्य खड़ा कीजिये।,।।1.21।।अर्जुन ने कहा--हे! अच्युत मेरे रथ को दोनों ने मध्य में खड़ा कर दिया।
।।1.22।।जिससे मैं युद्ध की इच्छा से खड़े इन लोगों का निरीक्षण कर सकूँ कि इस युद्ध में मुझे किनके साथ युद्ध करना है।,"।।1.22।।जिससे मैं युद्ध की इच्छा रखता हूं, इन लोगों का निरीक्षण कर सकता हूं कि इस युद्ध में मेरे साथ युद्ध करना है।"
"।।1.23।।दुर्बुद्धि धार्तराष्ट्र (दुर्योधन) का युद्ध में प्रिय चाहने वाले जो ये राजा लोग यहाँ एकत्र हुए हैं, उन युद्ध करने वालों को मैं देखूँगा।","।।1.23।दुर्बुद्धि धार्तराष्ट्र (दुर्योधन) के युद्ध में प्रिय साझा वाले जो ये राजा लोग यहां एकत्र हुए थे, उन युद्ध करने वालों को मैं देखूंगा।"
।।1.24।।संजय ने कहा -- हे भारत (धृतराष्ट्र) ! अर्जुन के इस प्रकार कहने पर भगवान् हृषीकेश ने दोनों सेनाओं के मध्य उत्तम रथ को खड़ा करके।,।।1.24।।संजय ने कहा -- हे भारत (धृतराष्ट्र) ! अर्जुन के इस कथन के अनुसार भगवान हृषिकेश ने दोनों सेनाओं के मध्य उत्तम रथ को खड़ा करके दिखाया।
"।।1.25।। भीष्म, द्रोण तथा पृथ्वी के समस्त शासकों के समक्ष उन्होंने कहा, ""हे पार्थ यहाँ एकत्र हुये कौरवों को देखो""।","।।1.25।। भीष्म, द्रोण और पृथ्वी के सभी शासकों के बारे में उन्होंने कहा, ""हे पार्थ यहाँ एक साथ कौरवों को देखो""।"
"।।1.26।।वहाँ अर्जुन ने उन दोनों सेनाओं में खड़े पिता के भाइयों,  पितामहों,  आचार्यों,  मामों, भाइयों, पुत्रों,  पौत्रों,  मित्रों,  श्वसुरों और सुहृदों को भी देखा।","।।1.26।।वहीं अर्जुन ने उन दोनों साक्षियों में निष्ठावान पिता के श्रमिकों, पितामहों, आचार्यों, माताओं, श्रमिकों, पुत्रों, पुत्रों, मित्रों, श्वासुरों और सुहृदों को भी देखा।"
।।1.27।।इस प्रकार उन सब बन्धु-बान्धवों को खड़े देखकर कुन्ती पुत्र अर्जुन का मन करुणा से भर गया और विषादयुक्त होकर उसने यह कहा।,1.27 इस प्रकार उन सब बंधुओं को देखकर कुंती पुत्र अर्जुन का मन करुणा से भर गया और विषादयुक्त बोला।
"।।1.28 1.29।।अर्जुन ने कहा -- हे कृष्ण ! युद्ध की इच्छा रखकर उपस्थित हुए इन स्वजनों को देखकर मेरे अंग शिथिल हुये जाते हैं, मुख भी सूख रहा है और मेरे शरीर में कम्प तथा रोमांच हो रहा है।।","1.28 1.29 अर्जुन ने कहा -- हे कृष्ण ! युद्ध की इच्छा और प्रतिज्ञा करते हुए इन स्वोन्जन को देखकर मेरे अंग में पोर्टेबल रोबोट हैं, मुख भी सुखी है मेरे शरीर में कॉम्प आ रहा है और रोमांच हो रहा है।"
"।।1.28 1.29।।अर्जुन ने कहा -- हे कृष्ण !  युद्ध की इच्छा रखकर उपस्थित हुए इन स्वजनों को देखकर मेरे अंग शिथिल हुये जाते हैं,  मुख भी सूख रहा है और मेरे शरीर में कम्प तथा रोमांच हो रहा है।","1.28 1.29 अर्जुन ने कहा -- हे कृष्ण !  युद्ध की इच्छा और प्रतिज्ञा करते हुए इन स्वोन्जन को देखकर मेरे अंग में पोर्टेबल रोबोट हैं, मेरा भी सुख है मेरे शरीर में कॉम्प आ रहा है और रोमांच हो रहा है।"
"।।1.30।।मेरे हाथ से गाण्डीव (धनुष) गिर रहा है और त्वचा जल रही है। मेरा मन भ्रमित सा हो रहा है,  और मैं खड़े रहने में असमर्थ हूँ।","1.30.मेरे हाथ से गांडीव (धनुष) गिर रहा है और त्वचा जल रही है। मेरा मन असुरक्षित सा हो रहा है, और मैं शेष में असहाय हूं।"
।।1.31।।हे केशव ! मैं शकुनों को भी विपरीत ही देख रहा हूँ और युद्ध में (आहवे) अपने स्वजनों को मारकर कोई कल्याण भी नहीं देखता हूँ।,।।1.31।।हे केशव ! मैं शकों को भी विपरीत ही देख रहा हूं और युद्ध में (अहवे) अपने स्वजनों को कोई कल्याण भी नजर नहीं आ रहा।
"।।1.32।।हे कृष्ण ! मैं न विजय चाहता हूँ, न राज्य और न सुखों को ही चाहता हूँ। हे गोविन्द ! हमें राज्य से अथवा भोगों से और जीने से भी क्या प्रयोजन है?।","।।1.32।।हे कृष्ण ! मैं न विजय चाहता हूँ, न राज्य और न सुख चाहता हूँ। हे !गोविंद हमें राज्य से या वस्तुओं से और जीवन से भी क्या प्रस्ताव है?"
"।।1.33।।हमें जिनके लिये राज्य,  भोग और सुखादि की इच्छा है,  वे ही लोग धन और जीवन की आशा को त्यागकर युद्ध में खड़े हैं।","।।1.33।। हमें अपने स्थान के लिए, भोग और सुखादि की इच्छा है, वे ही लोग धन और जीवन की आशा को त्यागकर युद्ध में विश्वास रखते हैं।"
"।।1.34।।वे लोग गुरुजन,  ताऊ,  चाचा,  पुत्र,  पितामह,   श्वसुर,  पोते,  श्यालक तथा अन्य सम्बन्धी हैं।","।।1.34।।वे लोग गुरुजन, ताऊ, चाचा, पुत्र, पितामह, श्वसुर, पद, श्यालक तथा अन्य संबंध हैं।"
"।।1.35।।हे मधुसूदन !  इनके मुझे मारने पर अथवा त्रैलोक्य के राज्य के लिये भी मैं इनको मारना नहीं चाहता,  फिर पृथ्वी के लिए कहना ही क्या है।","।।1.35।।हे मधुसूदन !  इनमें से मुझे मारने पर या त्रैलोक्य के राज्य के लिए भी मैं भूखा नहीं चाहता, फिर पृथ्वी के लिए कहता हूं ही क्या है।"
।।1.36।।हे जनार्दन ! धृतराष्ट्र के पुत्रों की हत्या करके हमें क्या प्रसन्नता होगी?  इन आततायियों को मारकर तो हमें केवल पाप ही लगेगा।,।।1.36।।हे जनार्दन ! धृतराष्ट्र के पुत्रों की हत्या करके हमें क्या बधाई होगी?  इन अताताइयों को बदनामी तो हमें सिर्फ पाप ही मिलेगा।
"।।1.37।।हे माधव  !  इसलिये अपने बान्धव धृतराष्ट्र के पुत्रों को मारना हमारे लिए योग्य नहीं है,  क्योंकि स्वजनों को मारकर हम कैसे सुखी होंगे।","।।1.37।।हे माधव!  इसलिए आपके बांधव धृतराष्ट्र के पुत्रों को हमारे लिए उपयुक्त नहीं है, क्योंकि स्वजनों को काम पर लगाकर हम कैसे सुखी होंगे।"
।।1.38।।यद्यपि लोभ से भ्रष्टचित्त हुये ये लोग कुलनाशकृत दोष और मित्र द्रोह में पाप नहीं देखते हैं।,।।1.38।।यद्यपि लोभ से पितृचित्त तोते ये लोग कुलनाकृत दोष और मित्र द्रोह में पाप नहीं देखते हैं।
"।।1.39।।परन्तु,  हेे जनार्दन !  कुलक्षय से होने वाले दोष को जानने वाले हम लोगों को इस पाप से विरत होने के लिए क्यों नहीं सोचना चाहिये।","।।1.39।।परन्तु, हे जनार्दन !  कुलक्षय से होने वाले दोष को देखते हुए हम लोगों को इस पाप से विरत होने के लिए क्यों नहीं अलग करना चाहिए।"
।।1.40।।कुल के नष्ट होने से सनातन धर्म नष्ट हो जाते हैं। धर्म नष्ट होने पर सम्पूर्ण कुल को अधर्म (पाप) दबा लेता है।,।।1.40।।कुल के नष्ट होने से सनातन धर्म नष्ट हो जाते हैं। धर्म विनाश होने पर संपूर्ण कुल को अधर्म (पाप) दबाना होता है।
"।।1.41।।हे कृष्ण ! पाप के अधिक बढ़ जाने से कुल की स्त्रियां दूषित हो जाती हैं,  और हे वार्ष्णेय ! स्त्रियों के दूषित होने पर वर्णसंकर उत्पन्न होता है।","।।1.41।।हे कृष्ण ! पाप के अधिक बढ़ने से कुल की स्त्रियां मार्केट हो जाती हैं, और हे वार्ष्णेय ! जीवाश्म के होने पर वर्णसंकर उत्पन्न होता है।"
।।1.42।।वह वर्णसंकर कुलघातियों को और कुल को नरक में ले जाने का कारण बनता है। पिण्ड और जलदान की क्रिया से वंचित इनके पितर भी नरक में गिर जाते हैं।,।।1.42।।वह वर्णसंकर कुलघाटियों को और कुल को नरक में ले जाने का कारण बनता है। पिंड और जलदान की क्रिया से दूसरे पितर भी नरक में गिर जाते हैं।
।।1.43।।इन वर्णसंकर कारक दोषों से कुलघाती दोषों से सनातन कुलधर्म और जातिधर्म नष्ट हो जाते हैं।,।।1.43।।इन वर्णसंकर कारक दोषों से कुलघाती दोषों से सनातन कुलधर्म और जातिधर्म नष्ट हो जाते हैं।
"।।1.44।।हे जनार्दन !  हमने सुना है कि जिनके यहां कुल धर्म नष्ट हो जाता है,  उन मनुष्यों का अनियत काल तक नरक में वास होता है।","।।1.44।।हे जनार्दन !  हमने सुना है कि जहां पर कुल धर्म का नाश होता है, उस संप्रदाय का अनंत काल तक नरक में वास होता है।"
"।।1.45।।अहो  !  शोक है कि हम लोग बड़ा भारी पाप करने का निश्चय कर बैठे हैं,  जो कि इस राज्यसुख के लोभ से अपने कुटुम्ब का नाश करने के लिये तैयार हो गये हैं।","।।1.45।।अहो !  शोक है कि हम लोग बड़ा भारी पाप करने का निश्चय कर बैठे हैं, जो कि इस राज्यसुख के लोभ से अपने कुटुंब का नाश करने के लिए तैयार हो गए हैं।"
"।।1.46।।यदि मुझ शस्त्ररहित और प्रतिकार न करने वाले को ये शस्त्रधारी कौरव रण में मारें,  तो भी वह मेरे लिये कल्याणकारक होगा।",।।1.46। यदि मुझ शस्त्रधारी कौरव रण में मारे जाएं तो भी वह मेरे लिए कल्याणकारक होगा।
।।1.47।।संजय ने कहा  --  रणभूमि (संख्ये) में शोक से उद्विग्न मनवाला अर्जुन इस प्रकार कहकर बाणसहित धनुष को त्याग कर रथ के पिछले भाग में बैठ गया।,।।1.47।।संजय ने कहा -- रणभूमि (सांख्ये) में शोक से उद्विग्न मनवाला अर्जुन इस प्रकार नील बाणसहित धनुर्म को त्याग कर रथ के पिछले भाग में बैठ गए थे।
"।।2.1।। संजय ने कहा -- इस प्रकार करुणा और विषाद से अभिभूत,  अश्रुपूरित नेत्रों वाले आकुल अर्जुन से मधुसूदन ने यह वाक्य कहा।।","।।2.1।। संजय ने कहा--इस प्रकार करुणा और विषाद से आपत्ति, अश्रुपूरित उत्सवों वाले अकुल अर्जुन से मधुसूदन ने यह वाक्य कहा।।"
।।2.2।। श्री भगवान् ने कहा -- हे अर्जुन ! तुमको इस विषम स्थल में यह मोह कहाँ से उत्पन्न हुआ?  यह आर्य आचरण के विपरीत न तो स्वर्ग प्राप्ति का साधन ही है और न कीर्ति कराने वाला ही है।।,।।2.2।। श्री भगवान ने कहा - हे अर्जुन ! तुम्हें इस विषम स्थल में यह मोह कहाँ से उत्पन्न हुआ?  यह आर्य आचरण के विपरीत न तो स्वर्ग प्राप्ति का साधन है और न ही कीर्ति की प्राप्ति वाला है।
"।।2.3।। हे पार्थ क्लीव (कायर) मत बनो। यह तुम्हारे लिये अशोभनीय है, हे ! परंतप हृदय की क्षुद्र दुर्बलता को त्यागकर खड़े हो जाओ।।","।।2.3।। हे पार्थ क्लीव (कायर) मत बनो। यह फ़े के लिए अशोभनीय है, हे ! परंतप हृदय की क्षुद्र दुर्बलता को त्यागकर रखो हो जाओ।"
"।।2.4।। अर्जुन ने कहा -- हे मधुसूदन ! मैं रणभूमि में किस प्रकार भीष्म और द्रोण के साथ बाणों से युद्ध करूँगा। हे अरिसूदन, वे दोनों ही पूजनीय हैं।।","।।2.4।। अर्जुन ने कहा -- हे मधुसूदन ! मैं रणभूमि में किस प्रकार भीष्म और द्रोण के साथ बाणों से युद्ध चलाता हूं। हे अरिसूदन, वे दोनों ही पूजनीय हैं।।"
"।।2.5।। इन महानुभाव गुरुजनों को मारने से इस लोक में भिक्षा का अन्न भी ग्रहण करना अधिक कल्याण कारक है, क्योंकि गुरुजनों को मारकर मैं इस लोक में रक्तरंजित अर्थ और काम रूप भोगों को ही भोगूँगा।।","।।2.5।। इन महानुभाव गुरुजनों को मारने से इस लोक में भिक्षा का अन्न भी ग्रहण करना अधिक कल्याण कारक है, क्योंकि गुरुजनों को मैं इस लोक में रक्तरंजित अर्थ और काम रूप में भोगों को ही भोगूंगा।"
"।।2.6।। हम नहीं जानते कि हमें क्या करना उचित है। हम यह भी नहीं जानते कि हम जीतेंगे, या वे हमको जीतेंगे, जिनको मारकर हम जीवित नहीं रहना चाहते वे ही धृतराष्ट्र के पुत्र हमारे सामने युद्ध के लिए खड़े हैं।।","।।2.6।। हमें नहीं पता कि हम क्या करना चाहते हैं। हम यह भी नहीं जानते कि हम जीतेंगे, या वे हमको जीतेंगे, जो एकमात्र जीवित हम जीवित नहीं रहना चाहते वे धृतराष्ट्र के पुत्र हमारे सामने युद्ध के लिए हैं।"
"।।2.7।। करुणा के कलुष से अभिभूत और कर्तव्यपथ पर संभ्रमित हुआ मैं आपसे पूछता हूँ, कि मेरे लिये जो श्रेयष्कर हो, उसे आप निश्चय करके कहिये, क्योंकि मैं आपका शिष्य हूँ; शरण में आये मुझको आप उपदेश दीजिये।।","।।2.7।। करुणा के कलुष से निष्ठा और कर्तव्यपथ पर संभ्रमित हुआ मैं आपसे पूछता हूं, कि मेरे लिए जो श्रेयस्कर हो, उसे आप निश्चय करके कहिए, क्योंकि मैं आपका शिष्य हूं; में आये मुझे आप उपदेश दीजिये शरण।"
"।।2.8।। पृथ्वी पर निष्कण्टक समृद्ध राज्य को और देवताओं के स्वामित्व को प्राप्त होकर भी मैं उस उपाय को नहीं देखता हूँ, जो मेरी इन्द्रियों को सुखाने वाले इस शोक को दूर कर सके।।","।।2.8।। पृथ्वी पर निशकंटक समृद्ध राज्य और राजाओं के स्वामित्व को प्राप्त करने के लिए भी मैं उस उपाय को नहीं देखता हूं, जो मेरी इंद्रियों को सुखाने वाले इस शोक को दूर कर सकते हैं।"
"।।2.9।। संजय ने कहा -- इस प्रकार गुडाकेश परंतप अर्जुन भगवान् हृषीकेश से यह कहकर कि हे गोविन्द ""मैं युद्ध नहीं करूँगा"" चुप हो गया।।","।।2.9।। संजय ने कहा - इस प्रकार गुडाकेश परंतप अर्जुन भगवान हृषिकेश से यह पवित्र कि हे गोविंद ""मैं युद्ध नहीं"" लुप्त हो गया।"
।।2.10।। हे भारत (धृतराष्ट्र) ! दोनों सेनाओं के बीच में उस शोकमग्न अर्जुन को भगवान् हृषीकेश ने हँसते हुए से यह वचन कहे।।,।।2.10।। हे भारत (धृतराष्ट्र) ! दोनों के बीच में शोकमग्न अर्जुन ने भगवान हृषिकेश को हंसते हुए कहा था।
"।।2.11।। श्री भगवान् ने कहा -- (अशोच्यान्) जिनके लिये शोक करना उचित नहीं है, उनके लिये तुम शोक करते हो और ज्ञानियों के से वचनों को कहते हो, परन्तु ज्ञानी पुरुष मृत (गतासून्) और जीवित (अगतासून्) दोनों के लिये शोक नहीं करते हैं।।","।।2.11।। श्री भगवान ने कहा - (अशोच्यान) जहां शोक करना नहीं है, उनके लिए तुम शोक करते हो और ज्ञानियों के वचनों को कहते हो, ज्ञानी पुरुष मृत (गतासून्) और जीवित (अगातासून्) दोनों के लिए शोक नहीं करते हैं।।"
।।2.12।। वास्तव में न तो ऐसा ही है कि मैं किसी काल में नहीं था अथवा तुम नहीं थे अथवा ये राजालोग नहीं थे और न ऐसा ही है कि इससे आगे हम सब नहीं रहेंगे।।,।।2.12।। असल में न तो ऐसा है कि मैं किसी काल में नहीं था या तुम नहीं थे या ये राजलोग नहीं थे और न ऐसा है कि इससे हम सब नहीं रहेंगे।।
"।।2.13।। जैसे इस देह में देही जीवात्मा की कुमार, युवा और वृद्धावस्था होती है, वैसे ही उसको अन्य शरीर की प्राप्ति होती है;  धीर पुरुष इसमें मोहित नहीं होता है।।","।।2.13।। जैसे इस देह में देहि जीवात्मा की कुमार, युवा और वृद्धावस्था होती है, वैसे ही अन्य शरीर की प्राप्ति होती है;  धीर पुरुष में मोहित नहीं होता।।"
"।।2.14।। हे कुन्तीपुत्र ! शीत और उष्ण और सुख दुख को देने वाले इन्द्रिय और विषयों के संयोग का प्रारम्भ और अन्त होता है;  वे अनित्य हैं,  इसलिए,  हे भारत ! उनको तुम सहन करो।।","।।2.14।। हे कुन्तीपुत्र! शीत और उष्ण और सुख दुःख देने वाले इंद्रिय और विषयों का संयोग और अंत होता है;  वे अनित्य हैं, इसलिए, हे भारत! तुम सहन करो।।"
।।2.15।। हे पुरुषश्रेष्ठ ! दुख और सुख में समान भाव से रहने वाले जिस धीर पुरुष को ये व्यथित नहीं कर सकते हैं वह अमृतत्व (मोक्ष) का अधिकारी होता है।।,।।2.15।। हे पुरुषश्रेष्ठ ! दुःख और सुख में समान भाव से रहने वाले जिस धीर पुरुष को यह व्यथित नहीं कर सकता वह अमृतत्व (मोक्ष) का अधिकारी होता है।
"।।2.16।। असत् वस्तु का तो अस्तित्व नहीं है और सत् का कभी अभाव नहीं है। इस प्रकार इन दोनों का ही तत्त्व,  तत्त्वदर्शी ज्ञानी पुरुषों के द्वारा देखा गया है।।","।।2.16।। असत् वस्तु का तो प्रमाण नहीं है और सत का कभी अभाव नहीं है। इस प्रकार इन दोनों का ही तत्त्व, तत्त्वदर्शन ज्ञानी पुरुषों द्वारा देखा गया है।"
"।।2.17।। उस वस्तु को तुम अविनाशी जानों,  जिससे यह सम्पूर्ण जगत् व्याप्त है। इस अव्यय का नाश करने में कोई भी समर्थ नहीं है।।","।।2.17।। उस वस्तु को आप अज्ञानी जानों, जिससे यह संपूर्ण जगत् व्याप्त है। इस अव्यय का नाश करने में कोई भी समर्थ नहीं है।"
।।2.18।। इस नाशरहित अप्रमेय नित्य देही आत्मा के ये सब शरीर नाशवान् कहे गये हैं। इसलिये हे भारत ! तुम युद्ध करो।।,।।2.18।। इस नाशरहित अप्रमेय नित्य देहि आत्मा के ये सभी शरीर नाशवान कहे गए हैं। इसलिए हे भारत ! युद्ध तुम करो।
"।।2.19।। जो इस आत्मा को मारने वाला समझता है और जो इसको मरा समझता है वे दोनों ही नहीं जानते हैं,  क्योंकि यह आत्मा न मरता है और न मारा जाता है।।","।।2.19।। जो इस आत्मा को मारने वाला है और जो मेरा अभिनय करता है, वे दोनों ही नहीं जानते, क्योंकि यह आत्मा न मरती है और न मारा जाती है।"
