Original,Translated
।।1.14।।इसके उपरान्त श्वेत अश्वों से युक्त भव्य रथ में बैठे हुये माधव (श्रीकृष्ण) और पाण्डुपुत्र अर्जुन ने भी अपने दिव्य शंख बजाये।,"फिर भी, मैदावा (Krishna) और पंडू (Arjuna) का बेटा, महान वाहन में बैठे, सफेद घोड़ों के साथ घूमते हुए, देवताओं के कणों को ब्लेड किया।"
"।।1.15।।भगवान् हृषीकेश ने पांचजन्य, धनंजय (अर्जुन) ने देवदत्त तथा भयंकर कर्म करने वाले भीम ने पौण्डू नामक महाशंख बजाया।",1.15 Hrishikesha ने Panchajanya और Arjuna ने Devadatta और Bhima (वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-वुल्फ-
।।1.16।।कुन्तीपुत्र राजा युधिष्ठिर ने अनन्त विजय नामक शंख और नकुल व सहदेव ने क्रमश:  सुघोष और मणिपुष्पक नामक शंख बजाये।,"116. राजा यहोदीरा, कन्टी के बेटे ने अनांटावीया को ब्लेड किया; नाकुला और सहाडेवा ने सुउसोसा और मैनपुशपाका को ब्लेड किया।"
"।।1.17।।श्रेष्ठ धनुषवाले काशिराज, महारथी शिखण्डी, धृष्टद्युम्न,  राजा विराट और अजेय सात्यकि।","1.17 कैसी के राजा, एक उत्कृष्ट आर्कर, सिखैंडी, एक शक्तिशाली कार लड़ाकू, Dhrishtadyumna और Virata और Satyaki, अविनाशी।"
"।।1.18।।हे राजन् ! राजा द्रुपद,  द्रौपदी के पुत्र और महाबाहु सौभद्र (अभिमन्यु) इन सब ने अलग-अलग शंख बजाये।","18 ड्रुपादा और ड्रुपादी के पुत्र, हे पृथ्वी के प्रभु, और सुहादरा के पुत्र, जो शक्तिशाली थे, ने अलग-अलग अपने कणों को ब्लेड किया।"
।।1.19।।वह भयंकर घोष आकाश और पृथ्वी पर गूँजने लगा और उसने धृतराष्ट्र के पुत्रों के हृदय विदीर्ण कर दिये।,"1.19 यह अंधेरे ध्वनि ड्रिटारास्ट्रा की पार्टी के दिलों को ध्वस्त करती है, जिससे स्वर्ग और पृथ्वी दोनों ध्वस्त हो जाते हैं।"
।।1.20।।हे महीपते ! इस प्रकार जब युद्ध प्रारम्भ होने वाला ही था कि कपिध्वज अर्जुन ने धृतराष्ट्र के पुत्रों को स्थित देखकर धनुष उठाकर भगवान् हृषीकेश से ये शब्द कहे।,"20 तब, जब ड्रिटारास्ट्रा की पार्टी के लोग खड़े होकर खड़े होकर हथियारों के उतार-चढ़ाव की शुरुआत देखते हुए, पंडू के बेटे आर्जुना, जिसका मकसद एक मकसद था, ने अपना गाल उठाया और क्रीश्ना, पृथ्वी के प्रभु, से यह बात कही।"
।।1.21।।अर्जुन ने कहा -- हे! अच्युत मेरे रथ को दोनों सेनाओं के मध्य खड़ा कीजिये।,"1:21 आर्नुना ने कहा, दोनों सेनाओं के बीच में, मेरे वाहन, ओ क्रिश्ना, रखो, ताकि मैं उन लोगों को देख सकता हूं जो यहां खड़े हैं, और यह जानने के लिए कि मैं किसके साथ लड़ना है, जब लड़ाई शुरू हो जाएगी।"
।।1.22।।जिससे मैं युद्ध की इच्छा से खड़े इन लोगों का निरीक्षण कर सकूँ कि इस युद्ध में मुझे किनके साथ युद्ध करना है।,"122. आर्जोना ने कहा कि दोनों सेनाओं के बीच में, मेरे वाहन को रखो, ओ क्रिश्ना, ताकि मैं उन लोगों को देख सकूं जो यहां खड़े हों और लड़ने के लिए उत्सुक हों, और जान सकूं कि मुझे किसके साथ लड़ना है, जब लड़ाई शुरू हो जाएगी।"
"।।1.23।।दुर्बुद्धि धार्तराष्ट्र (दुर्योधन) का युद्ध में प्रिय चाहने वाले जो ये राजा लोग यहाँ एकत्र हुए हैं, उन युद्ध करने वालों को मैं देखूँगा।","क्योंकि मैं उन लोगों को देखना चाहता हूं जिन्हें यहां लड़ाई के लिए इकट्ठा किया गया है, जिन्हें लड़ाई में दुष्ट दिमाग वाले ड्यूरुडाना (ड्रिटारास्ट्रा के बेटे) को प्रसन्न करना चाहता हूं।"
।।1.24।।संजय ने कहा -- हे भारत (धृतराष्ट्र) ! अर्जुन के इस प्रकार कहने पर भगवान् हृषीकेश ने दोनों सेनाओं के मध्य उत्तम रथ को खड़ा करके।,"1.24 सानियाया ने कहा कि आर्जुना, क्रिश्ना ने कहा कि दोनों सेनाओं के बीच में सबसे अच्छा वाहन, ओ ड्रिटारास्ट्रा को स्टेशन पर रखा है।"
"।।1.25।। भीष्म, द्रोण तथा पृथ्वी के समस्त शासकों के समक्ष उन्होंने कहा, ""हे पार्थ यहाँ एकत्र हुये कौरवों को देखो""।",(ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल)
"।।1.26।।वहाँ अर्जुन ने उन दोनों सेनाओं में खड़े पिता के भाइयों,  पितामहों,  आचार्यों,  मामों, भाइयों, पुत्रों,  पौत्रों,  मित्रों,  श्वसुरों और सुहृदों को भी देखा।","126. फिर आर्गुना (प्रिता के पुत्र) ने वहां (शब्दों में) पापाओं और दादा-दादी, शिक्षकों, माता-पिता के अंकल, भाइयों, बेटों, दादा-दादी और दोस्तों को भी देखा।"
।।1.27।।इस प्रकार उन सब बन्धु-बान्धवों को खड़े देखकर कुन्ती पुत्र अर्जुन का मन करुणा से भर गया और विषादयुक्त होकर उसने यह कहा।,"(उसने देखा) दोनों सेनाओं में पिता और दोस्त भी. कन्टी के पुत्र, आर्जुना, जब देखते हुए कि ये सभी पुत्र इस तरह खड़े हो गए, तो यह बात, दुःख से भरा गहरा दुःख के साथ।"
"।।1.28 1.29।।अर्जुन ने कहा -- हे कृष्ण ! युद्ध की इच्छा रखकर उपस्थित हुए इन स्वजनों को देखकर मेरे अंग शिथिल हुये जाते हैं, मुख भी सूख रहा है और मेरे शरीर में कम्प तथा रोमांच हो रहा है।।","128. आर्जुना ने कहा, इन को देखकर, मेरे पुत्रों, ओ क्रिश्ना, उत्सुक, लड़ने के लिए उत्सुक।"
"।।1.28 1.29।।अर्जुन ने कहा -- हे कृष्ण !  युद्ध की इच्छा रखकर उपस्थित हुए इन स्वजनों को देखकर मेरे अंग शिथिल हुये जाते हैं,  मुख भी सूख रहा है और मेरे शरीर में कम्प तथा रोमांच हो रहा है।","1.29. मेरे कंधे विफल हो जाते हैं और मेरा मुंह खराब हो जाता है, मेरा शरीर खराब हो जाता है और मेरे बाल खत्म हो जाते हैं।"
"।।1.30।।मेरे हाथ से गाण्डीव (धनुष) गिर रहा है और त्वचा जल रही है। मेरा मन भ्रमित सा हो रहा है,  और मैं खड़े रहने में असमर्थ हूँ।","1.30 गेंदबाजी मेरे हाथ से निकलती है, और मेरी त्वचा भी हर जगह जलती है; मैं खड़ा भी नहीं हो सकता, और मेरा दिमाग उसी तरह घूमता है, जैसा वह था।"
।।1.31।।हे केशव ! मैं शकुनों को भी विपरीत ही देख रहा हूँ और युद्ध में (आहवे) अपने स्वजनों को मारकर कोई कल्याण भी नहीं देखता हूँ।,"1.1. और मैं दुश्मनों को देखता हूँ, हे कसावा. मैं युद्ध में अपने गुड़िया को मारने में कोई अच्छा नहीं देखता हूँ."
"।।1.32।।हे कृष्ण ! मैं न विजय चाहता हूँ, न राज्य और न सुखों को ही चाहता हूँ। हे गोविन्द ! हमें राज्य से अथवा भोगों से और जीने से भी क्या प्रयोजन है?।","मैं जीत नहीं चाहता, हे क्रिश्ना, न ही राज्य, न ही आनंद; हे क्रिश्ना, हमारे लिए प्रभुत्व, या आनंद, या यहां तक कि जीवन का क्या लाभ है?"
"।।1.33।।हमें जिनके लिये राज्य,  भोग और सुखादि की इच्छा है,  वे ही लोग धन और जीवन की आशा को त्यागकर युद्ध में खड़े हैं।","133. जिनके लिए हम राज्य, आनंद और आनंद चाहते हैं, वे यहां लड़ाई में खड़े हैं, जिन्होंने जीवन और धन को छोड़ दिया है।"
"।।1.34।।वे लोग गुरुजन,  ताऊ,  चाचा,  पुत्र,  पितामह,   श्वसुर,  पोते,  श्यालक तथा अन्य सम्बन्धी हैं।","134. शिक्षकों, पिता, बेटों और दादा-दादी, माता-पिता के अंकल, दादा-दादी, दादा-दादी, भाइयों-दादी और अन्य रिश्तेदारों,"
"।।1.35।।हे मधुसूदन !  इनके मुझे मारने पर अथवा त्रैलोक्य के राज्य के लिये भी मैं इनको मारना नहीं चाहता,  फिर पृथ्वी के लिए कहना ही क्या है।","मैं इन लोगों को मारना नहीं चाहता, हालांकि वे मुझे मारते हैं, हे क्रिश्ना, यहां तक कि तीनों संसारों पर प्रभुत्व के लिए भी; उन्हें पृथ्वी के लिए मारने के लिए अकेले छोड़ दो।"
।।1.36।।हे जनार्दन ! धृतराष्ट्र के पुत्रों की हत्या करके हमें क्या प्रसन्नता होगी?  इन आततायियों को मारकर तो हमें केवल पाप ही लगेगा।,"1.36. इन ड्रिटारास्ट्रा के पुत्रों को मारकर, ओ जैनार्डना, हमारी क्या खुशी हो सकती है? केवल पाप हमें इन फ़ेलों को मारने से बढ़ाएगा."
"।।1.37।।हे माधव  !  इसलिये अपने बान्धव धृतराष्ट्र के पुत्रों को मारना हमारे लिए योग्य नहीं है,  क्योंकि स्वजनों को मारकर हम कैसे सुखी होंगे।","1.37 इसलिए, हमें ड्रिटारास्ट्रा के पुत्रों, हमारे रिश्तेदारों को नहीं मारना चाहिए; क्योंकि हम अपने स्वयं के लोगों को मारकर कैसे खुश हो सकते हैं, ओ मैदावा (क्रिसना)?"
।।1.38।।यद्यपि लोभ से भ्रष्टचित्त हुये ये लोग कुलनाशकृत दोष और मित्र द्रोह में पाप नहीं देखते हैं।,"1.38 हालांकि वे बुद्धि के साथ गुस्से से अधिक शक्तिशाली हैं, परिवारों के विनाश में कोई बुराई नहीं देखते हैं, और दोस्तों के प्रति शत्रुता में कोई पाप नहीं देखते हैं,"
"।।1.39।।परन्तु,  हेे जनार्दन !  कुलक्षय से होने वाले दोष को जानने वाले हम लोगों को इस पाप से विरत होने के लिए क्यों नहीं सोचना चाहिये।","1.39 हम, जो परिवारों के विनाश में स्पष्ट रूप से बुराई को देखते हैं, क्यों नहीं इस पाप से दूर रहना सीखते हैं, हे यानार्डना?"
।।1.40।।कुल के नष्ट होने से सनातन धर्म नष्ट हो जाते हैं। धर्म नष्ट होने पर सम्पूर्ण कुल को अधर्म (पाप) दबा लेता है।,"1.40 एक परिवार के विनाश में, उस परिवार के अविश्वसनीय धार्मिक रीति-रिवाजों को नष्ट कर दिया जाता है; आध्यात्मिकता के विनाश पर, निराशा, वास्तव में, पूरे परिवार पर विजय प्राप्त करती है।"
"।।1.41।।हे कृष्ण ! पाप के अधिक बढ़ जाने से कुल की स्त्रियां दूषित हो जाती हैं,  और हे वार्ष्णेय ! स्त्रियों के दूषित होने पर वर्णसंकर उत्पन्न होता है।","1.41. अत्याचार के प्रचलन के माध्यम से, ओ क्रिश्ना, परिवार की महिलाओं को भ्रष्ट कर दिया जाता है; और, महिलाओं को भ्रष्ट कर दिया जाता है, ओ वारशेंया (व्रिश्नी के विनाशकारी), वहां कैस्टों के बीच काटने के लिए उत्पन्न होता है।"
।।1.42।।वह वर्णसंकर कुलघातियों को और कुल को नरक में ले जाने का कारण बनता है। पिण्ड और जलदान की क्रिया से वंचित इनके पितर भी नरक में गिर जाते हैं।,"1.42. कैस्टों का भ्रम परिवार के मलबे को नरक में ले जाता है, क्योंकि उनके पूर्वज गिर जाते हैं, चावल-बॉल और पानी की पेशकश से वंचित (लिबाशन)।"
।।1.43।।इन वर्णसंकर कारक दोषों से कुलघाती दोषों से सनातन कुलधर्म और जातिधर्म नष्ट हो जाते हैं।,"1.43. परिवार के विनाशकारों के इन बुरे कार्यों से, जो कैस्टों को भ्रमित करते हैं, कैस्ट और परिवार के अनन्त धार्मिक रीति-रिवाजों को नष्ट कर दिया जाता है।"
"।।1.44।।हे जनार्दन !  हमने सुना है कि जिनके यहां कुल धर्म नष्ट हो जाता है,  उन मनुष्यों का अनियत काल तक नरक में वास होता है।","144. हमने सुना है, हे यानार्डना, कि उन लोगों के लिए अज्ञात अवधि के लिए नरक में रहने की अनिवार्यता है जिनके परिवारों में धार्मिक अभ्यासों को नष्ट कर दिया गया है।"
"।।1.45।।अहो  !  शोक है कि हम लोग बड़ा भारी पाप करने का निश्चय कर बैठे हैं,  जो कि इस राज्यसुख के लोभ से अपने कुटुम्ब का नाश करने के लिये तैयार हो गये हैं।","145. अरे, हम एक बड़ा पाप में शामिल हैं, जिसके लिए हम एक राज्य की खुशी के लिए घृणा के माध्यम से अपने वंशजों को मारने के लिए तैयार हैं।"
"।।1.46।।यदि मुझ शस्त्ररहित और प्रतिकार न करने वाले को ये शस्त्रधारी कौरव रण में मारें,  तो भी वह मेरे लिये कल्याणकारक होगा।","1.46 यदि ड्रिटारास्ट्रा के पुत्र हाथ में हथियारों के साथ मुझे लड़ाई में हिलाते हैं, असहाय और असहाय, तो यह मेरे लिए बेहतर होगा।"
।।1.47।।संजय ने कहा  --  रणभूमि (संख्ये) में शोक से उद्विग्न मनवाला अर्जुन इस प्रकार कहकर बाणसहित धनुष को त्याग कर रथ के पिछले भाग में बैठ गया।,"सानियाया ने कहा कि लड़ाई के मैदान के बीच में इस तरह से बोलते हुए, आर्जुना, अपने गाल और पंख को फेंककर, दुःख के साथ अपने दिमाग के साथ गाड़ी की सीट पर बैठ गया।"
"।।2.1।। संजय ने कहा -- इस प्रकार करुणा और विषाद से अभिभूत,  अश्रुपूरित नेत्रों वाले आकुल अर्जुन से मधुसूदन ने यह वाक्य कहा।।","1 सानियाया ने उस व्यक्ति से कहा, जो दुःख के साथ हराया गया था, और दुःख के साथ, आँखों से भरा हुआ था और घबरा गया था, मैडुसुदाना (मदहू का विनाशकारी) या क्रीश्ना ने ये बातें कहीं।"
।।2.2।। श्री भगवान् ने कहा -- हे अर्जुन ! तुमको इस विषम स्थल में यह मोह कहाँ से उत्पन्न हुआ?  यह आर्य आचरण के विपरीत न तो स्वर्ग प्राप्ति का साधन ही है और न कीर्ति कराने वाला ही है।।,"2 परमेश्वर ने कहा, “तुम्हारे ऊपर यह खतरनाक तख्तापलट कब आती है, यह विद्रोह जो तुम्हारे लिए अपमानजनक है, अपमानजनक है, और जो तुम्हारे ऊपर स्वर्ग के दरवाजे बंद कर देगा, हे आर्जोना?"
"।।2.3।। हे पार्थ क्लीव (कायर) मत बनो। यह तुम्हारे लिये अशोभनीय है, हे ! परंतप हृदय की क्षुद्र दुर्बलता को त्यागकर खड़े हो जाओ।।",(ख) क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुरआन में क़ुर
"।।2.4।। अर्जुन ने कहा -- हे मधुसूदन ! मैं रणभूमि में किस प्रकार भीष्म और द्रोण के साथ बाणों से युद्ध करूँगा। हे अरिसूदन, वे दोनों ही पूजनीय हैं।।",(ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ
"।।2.5।। इन महानुभाव गुरुजनों को मारने से इस लोक में भिक्षा का अन्न भी ग्रहण करना अधिक कल्याण कारक है, क्योंकि गुरुजनों को मारकर मैं इस लोक में रक्तरंजित अर्थ और काम रूप भोगों को ही भोगूँगा।।",(ऐ रसूल) तुम कह दो कि इस दुनिया में पवित्र आत्माओं को स्वीकार करना बेहतर है कि वे सर्वश्रेष्ठ शिक्षकों को नष्ट कर दें. परन्तु यदि मैं उन्हें मार डालूँ तो इस दुनिया में भी मेरे सारे धन के आनंद और पूर्ण इच्छाओं को उनके खून से भर दिया जाएगा.
"।।2.6।। हम नहीं जानते कि हमें क्या करना उचित है। हम यह भी नहीं जानते कि हम जीतेंगे, या वे हमको जीतेंगे, जिनको मारकर हम जीवित नहीं रहना चाहते वे ही धृतराष्ट्र के पुत्र हमारे सामने युद्ध के लिए खड़े हैं।।","2.6 मैं कल्पना नहीं कर सकता कि कौन बेहतर होगा, कि हम उन्हें छेड़छाड़ करें या कि वे हमें छेड़छाड़ करें. यहां तक कि ड्रिटारास्ट्रा के पुत्र भी, जिन्हें हम जीवित नहीं रहना चाहते हैं, छेड़छाड़ के बाद, हमारे सामने खड़े हैं."
"।।2.7।। करुणा के कलुष से अभिभूत और कर्तव्यपथ पर संभ्रमित हुआ मैं आपसे पूछता हूँ, कि मेरे लिये जो श्रेयष्कर हो, उसे आप निश्चय करके कहिये, क्योंकि मैं आपका शिष्य हूँ; शरण में आये मुझको आप उपदेश दीजिये।।",7 मेरा दिल दुःख की धड़कन से अधिक शक्तिशाली है; मेरा दिमाग कर्तव्य के बारे में भ्रमित है. मैं तुमसे पूछता हूँ: मुझे निर्णायक रूप से बताओ कि मेरे लिए क्या अच्छा है. मैं तेरा अनुयायियों हूँ. मुझे सिखाओ जिसने तेरे भीतर आश्रय लिया है.
"।।2.8।। पृथ्वी पर निष्कण्टक समृद्ध राज्य को और देवताओं के स्वामित्व को प्राप्त होकर भी मैं उस उपाय को नहीं देखता हूँ, जो मेरी इन्द्रियों को सुखाने वाले इस शोक को दूर कर सके।।","8. मैं नहीं देखता कि यह इस दुःख को दूर करेगा जो मेरी भावनाओं को जला देगा, भले ही मैं पृथ्वी पर प्रसन्न और अविनाशी प्रभुत्व या देवताओं पर प्रभुत्व प्राप्त करूँ।"
"।।2.9।। संजय ने कहा -- इस प्रकार गुडाकेश परंतप अर्जुन भगवान् हृषीकेश से यह कहकर कि हे गोविन्द ""मैं युद्ध नहीं करूँगा"" चुप हो गया।।","9 सानियाया ने कहा, इस प्रकार क्रीशकीशा (सन्देहों का प्रभु) को बोलते हुए, आर्जोना (सपने का कवर), दुश्मनों के विनाशक ने क्रीशना से कहा, ""मैं लड़ूंगा नहीं"" और चुप हो गया।"
।।2.10।। हे भारत (धृतराष्ट्र) ! दोनों सेनाओं के बीच में उस शोकमग्न अर्जुन को भगवान् हृषीकेश ने हँसते हुए से यह वचन कहे।।,"2:10 और जो दो सेनाओं के बीच में अस्तित्व में था, क्रीश्ना, जैसे कि मुस्कुराते हुए, ओ बाराता, इन शब्दों की बात की।"
"।।2.11।। श्री भगवान् ने कहा -- (अशोच्यान्) जिनके लिये शोक करना उचित नहीं है, उनके लिये तुम शोक करते हो और ज्ञानियों के से वचनों को कहते हो, परन्तु ज्ञानी पुरुष मृत (गतासून्) और जीवित (अगतासून्) दोनों के लिये शोक नहीं करते हैं।।","11 परमेश्वर ने कहा कि तूने उन लोगों के लिए दुःख किया है, जिनके लिए दुःख नहीं किया जाना चाहिए, फिर भी तू ज्ञान की बातें कहता है, और बुद्धिमान जीवितों और मरे हुओं के लिए दुःख नहीं करते।"
।।2.12।। वास्तव में न तो ऐसा ही है कि मैं किसी काल में नहीं था अथवा तुम नहीं थे अथवा ये राजालोग नहीं थे और न ऐसा ही है कि इससे आगे हम सब नहीं रहेंगे।।,(ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम (ऐ रसूल) तुम
"।।2.13।। जैसे इस देह में देही जीवात्मा की कुमार, युवा और वृद्धावस्था होती है, वैसे ही उसको अन्य शरीर की प्राप्ति होती है;  धीर पुरुष इसमें मोहित नहीं होता है।।","13 जैसा कि इस शरीर में प्राणित आत्मा बचपन, युवावस्था और बुढ़ापे में गुजरती है, वैसा ही वह दूसरे शरीर में गुजरती है; ठोस आदमी उसमें पीड़ित नहीं होता।"
"।।2.14।। हे कुन्तीपुत्र ! शीत और उष्ण और सुख दुख को देने वाले इन्द्रिय और विषयों के संयोग का प्रारम्भ और अन्त होता है;  वे अनित्य हैं,  इसलिए,  हे भारत ! उनको तुम सहन करो।।","2.14 कन्टी के पुत्र, जो गर्मी और ठंड, आनंद और दर्द का कारण बनता है, के साथ संवेदनाओं के संपर्क में एक शुरुआत और एक अंत होता है; वे अस्थायी होते हैं; उन्हें साहसपूर्वक सहन करते हैं, कन्टी के पुत्र।"
